Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,010.0 |    26,895,156 | 1337967.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,321.5 |     164,444.3 |    524.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,656,827 |    47,669,378 |    170.0% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,213.1 |       6,689.9 |     58.8% | warp
dram__sectors_read.sum                                                 |   133,330,768 |   210,730,752 |     58.1% | sector
smsp__inst_executed.sum                                                |    70,337,765 |   101,909,116 |     44.9% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         39.54 |         57.01 |     44.2% | %
lts__t_sector_hit_rate.pct                                             |         56.81 |         45.85 |    -19.3% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,452,171 |    19,568,973 |     18.9% | 
smsp__warps_issue_stalled_wait.avg                                     |     332,173.7 |     384,530.8 |     15.8% | warp
launch__registers_per_thread                                           |         111.0 |         126.0 |     13.5% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,424,672 |     2,146,279 |    -11.5% | warp
lts__t_sectors_op_read.sum                                             |   620,154,139 |   679,895,292 |      9.6% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      24,226.6 |      21,959.7 |     -9.4% | warp
lts__t_sectors.sum                                                     |   688,205,662 |   748,079,993 |      8.7% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,380.7 |       2,200.9 |     -7.6% | warp
