Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,924.7 |       2,200.9 |    -24.7% | warp
dram__sectors_read.sum                                                 |   172,726,600 |   210,730,752 |     22.0% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      18,589.7 |      21,959.7 |     18.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       7,824.1 |       6,689.9 |    -14.5% | warp
lts__t_sectors_op_read.sum                                             |   607,424,891 |   679,895,292 |     11.9% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     186,297.5 |     164,444.3 |    -11.7% | warp
lts__t_sectors.sum                                                     |   675,549,326 |   748,079,993 |     10.7% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    29,423,498 |    26,895,156 |     -8.6% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,037,802 |     2,146,279 |      5.3% | warp
