Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |       2,531.0 |    16,452,171 | 649926.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      88,301.0 |    17,656,827 |  19896.2% | 
dram__sectors_write.sum                                                |     377,144.0 |    44,417,680 |  11677.4% | sector
lts__t_sectors_op_write.sum                                            |     666,594.0 |    67,509,973 |  10027.6% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,435.8 |      26,321.5 |   1733.3% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         237.0 |       2,380.7 |    904.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         633.0 |       4,213.1 |    565.6% | warp
launch__registers_per_thread                                           |         48.00 |         111.0 |    131.2% | register/thread
dram__bytes_write.sum                                                  |         12.07 |          1.42 |    -88.2% | Mbyte
smsp__warps_issue_stalled_sleeping.avg                                 |      13,903.9 |      24,226.6 |     74.2% | warp
smsp__inst_executed.sum                                                |    44,051,110 |    70,337,765 |     59.7% | inst
smsp__warps_issue_stalled_wait.avg                                     |     263,590.1 |     332,173.7 |     26.0% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     224,801.4 |     281,200.2 |     25.1% | warp
lts__t_sectors.sum                                                     |   552,383,941 |   688,205,662 |     24.6% | sector
dram__sectors_read.sum                                                 |   163,571,432 |   133,330,768 |    -18.5% | sector
lts__t_sectors_op_read.sum                                             |   551,389,495 |   620,154,139 |     12.5% | sector
