N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,PRELOAD_MODE,PREFETCH_BEFORE_STORE,GELU_VARIANT,TMA_RESIDUAL,regs,spills,smem_kb,ms,tflops,status,dflags
4,4,1,0,32,100,2,1,1,8,0,0,0,0,0,0,254,0,193.0,1.651,2652.44,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100
4,4,1,0,32,100,4,1,1,8,0,3,1,0,0,0,255,0,193.0,1.653,2649.18,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
4,4,1,0,32,120,2,1,1,8,0,3,1,0,0,0,254,0,193.0,1.653,2649.71,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3
4,4,1,0,32,100,2,1,1,8,0,0,1,0,0,0,254,0,193.0,1.654,2648.28,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DSTAGGER_CYCLES=100
4,4,1,0,32,120,2,1,1,4,0,0,1,0,0,0,254,0,193.0,1.654,2648.7,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=120
4,4,1,0,32,120,2,1,1,8,0,0,1,0,0,0,254,0,193.0,1.654,2647.68,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DSTAGGER_CYCLES=120
4,4,1,0,32,160,4,1,1,8,0,3,1,0,0,0,255,0,193.0,1.654,2648.2,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,1,0,32,100,2,1,1,8,0,0,0,1,0,0,254,0,193.0,1.654,2648.75,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100
4,4,1,0,32,100,2,1,1,4,0,0,1,0,0,0,254,0,193.0,1.655,2645.95,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=100
4,4,1,0,32,120,2,1,1,4,0,0,1,0,0,0,254,0,193.0,1.655,2646.78,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=120
4,4,1,0,32,160,2,1,1,4,0,0,1,0,0,0,254,0,193.0,1.655,2645.97,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=160
4,4,1,0,32,200,2,1,1,4,0,0,1,0,0,0,254,0,193.0,1.655,2646.96,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=200
4,4,2,0,32,100,2,1,1,4,0,0,1,0,0,0,255,0,193.0,1.655,2646.53,OK,-DSTAGGER_CYCLES=100
4,4,2,1,32,60,2,1,1,4,0,0,1,0,0,0,255,0,193.0,1.655,2645.97,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=60
4,4,2,1,32,80,2,1,1,4,0,0,1,0,0,0,255,0,193.0,1.655,2645.85,OK,-DMBAR_EARLY=1
4,4,1,0,32,120,2,1,1,4,0,3,1,0,0,0,254,0,193.0,1.655,2646.29,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3
4,4,1,0,32,160,2,1,1,8,0,3,1,0,0,0,254,0,193.0,1.655,2646.05,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,1,0,32,100,2,1,1,8,0,3,0,0,0,0,254,0,193.0,1.655,2646.81,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
4,4,1,0,32,100,2,1,1,8,0,3,1,0,0,0,254,0,193.0,1.655,2647.1,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
4,4,1,0,32,100,2,1,1,8,0,3,0,1,0,0,254,0,193.0,1.655,2646.18,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
4,4,1,0,32,100,2,1,1,8,0,3,1,1,0,0,254,0,193.0,1.655,2646.66,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DPREFETCH_BEFORE_STORE=1 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
4,4,2,0,32,80,2,1,1,4,0,0,1,0,0,0,255,0,193.0,1.656,2644.53,OK,
4,4,1,0,32,80,2,1,1,4,0,0,1,0,0,0,254,0,193.0,1.656,2645.07,OK,-DINTERLEAVE_STRATEGY=1
4,4,1,1,32,40,2,1,1,4,0,0,1,0,0,0,255,0,193.0,1.656,2645.41,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=40
