N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,PRELOAD_MODE,PREFETCH_BEFORE_STORE,GELU_VARIANT,TMA_RESIDUAL,regs,spills,smem_kb,ms,tflops,status,dflags
4,5,1,1,32,0,2,1,1,2,1,1,1,1,0,0,187,0,209.0,2.462,1778.73,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,2,1,1,1,1,0,0,187,0,209.0,2.463,1778.53,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,2,1,1,1,1,0,0,187,0,209.0,2.469,1774.38,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,4,4,0,1,1,0,0,244,0,209.0,2.474,1770.53,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,1,1,2,1,1,1,0,0,0,187,0,209.0,2.477,1768.26,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,2,1,1,1,0,0,0,187,0,209.0,2.478,1767.88,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,2,1,1,1,0,0,0,187,0,209.0,2.482,1764.39,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,2,1,1,1,0,0,0,187,0,209.0,2.483,1764.21,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,2,1,1,1,1,5,0,187,0,209.0,2.487,1760.93,OK,-DGELU_VARIANT=5 -DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,4,4,0,0,1,0,0,242,0,209.0,2.49,1758.87,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,4,4,0,1,0,0,0,244,0,209.0,2.495,1755.3,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,4,4,0,0,0,0,0,242,0,209.0,2.495,1755.56,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPRELOAD_MODE=0 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,4,4,3,1,0,0,0,244,0,209.0,2.496,1754.85,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,4,4,0,1,0,0,0,244,0,209.0,2.496,1754.51,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,1,4,0,1,0,0,0,213,0,209.0,2.503,1749.74,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,1,4,3,1,0,0,0,213,0,209.0,2.504,1749.33,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,4,0,0,1,0,0,0,244,0,209.0,2.506,1747.53,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0
4,5,1,1,32,0,2,0,1,4,0,3,1,0,0,0,244,0,209.0,2.506,1747.81,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
4,5,1,1,32,0,2,1,1,1,1,1,1,0,0,0,187,0,209.0,2.508,1746.71,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,1,0,0,1,0,0,0,213,0,209.0,2.511,1744.01,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0
4,5,1,1,32,0,2,0,1,1,0,3,1,0,0,0,213,0,209.0,2.512,1743.47,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
4,5,1,1,32,0,2,1,1,4,4,3,1,0,0,0,244,0,209.0,2.512,1743.56,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,1,1,1,4,3,1,0,0,0,213,0,209.0,2.514,1742.13,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,1,1,4,4,0,1,0,0,0,244,0,209.0,2.514,1742.5,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,1,1,1,4,0,1,0,0,0,213,0,209.0,2.515,1741.4,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,1,1,1,1,0,0,0,187,0,209.0,2.516,1741.09,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,4,4,0,2,1,0,0,243,0,209.0,2.516,1741.18,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=2 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,2,1,1,0,1,0,0,185,0,209.0,2.523,1736.36,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,2,1,1,1,1,4,0,187,0,209.0,2.523,1736.13,OK,-DGELU_VARIANT=4 -DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,4,0,0,1,0,0,0,244,0,209.0,2.525,1734.59,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,1,1,32,0,2,1,1,4,0,3,1,0,0,0,244,0,209.0,2.526,1733.75,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
4,5,1,1,32,0,2,1,1,1,0,3,1,0,0,0,213,0,209.0,2.528,1732.49,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
4,5,1,1,32,0,2,1,1,4,0,0,1,0,0,0,244,0,209.0,2.528,1732.59,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,1,1,32,0,2,1,1,1,0,0,1,0,0,0,213,0,209.0,2.529,1731.88,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,1,1,32,0,2,0,1,4,4,0,2,0,0,0,243,0,209.0,2.532,1729.93,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPRELOAD_MODE=2 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,2,1,1,0,0,0,0,185,0,209.0,2.535,1728.14,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPRELOAD_MODE=0 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,2,1,1,0,0,0,0,185,0,209.0,2.536,1726.98,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,2,1,1,0,1,0,0,185,0,209.0,2.545,1720.83,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,0,1,8,4,0,1,0,0,0,244,0,209.0,2.546,1720.45,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,8,4,3,1,0,0,0,244,0,209.0,2.546,1720.23,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,1,1,2,1,0,1,0,0,0,197,0,209.0,2.548,1718.91,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,2,1,3,1,0,0,0,197,0,209.0,2.548,1719.19,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
4,5,1,1,32,120,2,1,1,4,4,0,1,0,0,0,245,0,209.0,2.552,1716.62,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DW0_LOOP_UNROLL=4
4,5,1,1,32,120,2,1,1,4,4,3,1,0,0,0,245,0,209.0,2.552,1716.42,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,2,1,3,1,0,0,0,197,0,209.0,2.554,1714.83,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
4,5,1,1,32,120,2,0,1,4,4,0,1,0,0,0,245,0,209.0,2.554,1714.92,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,2,1,0,1,0,0,0,197,0,209.0,2.555,1714.27,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=1
4,5,1,1,32,0,2,1,1,8,4,3,1,0,0,0,244,0,209.0,2.556,1713.48,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,120,2,0,1,4,4,3,1,0,0,0,245,0,209.0,2.556,1713.77,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,1,1,8,4,0,1,0,0,0,244,0,209.0,2.557,1712.65,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
4,5,1,1,32,200,2,1,1,4,4,0,1,0,0,0,245,0,209.0,2.565,1707.78,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DW0_LOOP_UNROLL=4
4,5,1,1,32,200,2,1,1,4,4,3,1,0,0,0,245,0,209.0,2.565,1707.73,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,0,2,0,1,8,0,0,1,0,0,0,244,0,209.0,2.568,1705.95,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0
4,5,1,1,32,0,2,0,1,8,0,3,1,0,0,0,244,0,209.0,2.568,1705.66,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
4,5,1,1,32,120,2,0,1,1,4,1,1,0,0,0,209,0,209.0,2.568,1705.74,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,5,1,1,32,200,2,0,1,4,4,0,1,0,0,0,245,0,209.0,2.568,1705.78,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=200 -DW0_LOOP_UNROLL=4
4,5,1,1,32,200,2,0,1,4,4,3,1,0,0,0,245,0,209.0,2.568,1705.66,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=200 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,5,1,1,32,120,2,0,1,4,0,0,1,0,0,0,245,0,209.0,2.57,1704.58,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120
4,5,1,1,32,120,2,0,1,4,0,3,1,0,0,0,245,0,209.0,2.57,1704.41,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3
4,5,1,1,32,120,2,1,1,1,1,1,1,0,0,0,190,0,209.0,2.574,1701.58,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
4,5,1,1,32,120,2,1,1,1,4,1,1,0,0,0,209,0,209.0,2.574,1701.4,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,5,1,1,32,200,2,0,1,4,0,0,1,0,0,0,245,0,209.0,2.574,1701.33,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=200
4,5,1,1,32,200,2,0,1,4,0,3,1,0,0,0,245,0,209.0,2.575,1700.88,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=200 -DSUB_MMA_UNROLL=3
4,5,1,1,32,0,2,0,1,1,4,1,1,0,0,0,208,0,209.0,2.577,1699.53,OK,-DINTERLEAVE_STRATEGY=1 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,5,1,1,32,120,2,1,1,4,0,3,1,0,0,0,245,0,209.0,2.579,1698.09,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3
4,5,1,1,32,200,2,1,1,4,0,3,1,0,0,0,245,0,209.0,2.58,1697.56,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DSUB_MMA_UNROLL=3
4,5,1,1,32,120,2,1,1,4,0,0,1,0,0,0,245,0,209.0,2.581,1697.06,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,1,1,32,200,2,1,1,4,0,0,1,0,0,0,245,0,209.0,2.581,1697.3,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200
4,5,1,1,32,120,2,1,1,4,0,0,1,0,0,0,245,0,209.0,2.582,1696.65,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
