Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.57 |       1,286.2 |   7220.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     1,355,335 |    29,380,969 |   2067.8% | 
smsp__warps_issue_stalled_not_selected.avg                             |      12,142.5 |     139,694.9 |   1050.5% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       6,215.6 |      48,587.4 |    681.7% | warp
smsp__inst_executed.sum                                                |   180,724,432 |   992,488,688 |    449.2% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     132,349.6 |     403,187.0 |    204.6% | warp
smsp__warps_issue_stalled_wait.avg                                     |     690,742.5 |     1,197,895 |     73.4% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      64,796.9 |     103,704.4 |     60.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    54,434,198 |    84,988,951 |     56.1% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,769,420 |     2,496,562 |    -33.8% | warp
smsp__cycles_active.avg                                                |     3,130,508 |     3,835,377 |     22.5% | cycle
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         61.92 |         47.99 |    -22.5% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         57.47 |         47.03 |    -18.2% | %
lts__t_sectors_op_read.sum                                             |   453,534,505 |   498,535,935 |      9.9% | sector
lts__t_sectors.sum                                                     |   739,356,196 |   784,368,702 |      6.1% | sector
