Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.61 |         67.34 |    282.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,214.4 |       3,743.1 |     69.0% | warp
lts__t_sectors_op_write.sum                                            |    67,511,752 |    93,129,231 |     37.9% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       6,697.8 |       8,962.2 |     33.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      20,952.3 |      17,126.2 |    -18.3% | warp
dram__sectors_read.sum                                                 |   212,173,000 |   181,621,752 |    -14.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,171,433 |    21,761,658 |     13.5% | 
smsp__inst_executed.sum                                                |   101,843,853 |   113,092,145 |     11.0% | inst
smsp__warps_issue_stalled_wait.avg                                     |     384,327.8 |     418,656.4 |      8.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    27,943,932 |    25,860,948 |     -7.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     168,700.8 |     179,142.7 |      6.2% | warp
