Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     209,935.0 |    32,114,896 |  15197.5% | 
dram__sectors_write.sum                                                |     382,952.0 |    44,887,632 |  11621.5% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     1,087,525 |    50,264,863 |   4522.0% | 
lts__t_sectors_op_write.sum                                            |     1,803,347 |    68,635,493 |   3706.0% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |     467,679.0 |    16,351,246 |   3396.3% | 
smsp__warps_issue_stalled_barrier.avg                                  |       2,485.8 |      45,002.6 |   1710.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      15,678.2 |     200,824.8 |   1180.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         966.1 |       7,392.2 |    665.2% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         316.3 |       2,364.5 |    647.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |         749.4 |       4,864.7 |    549.2% | warp
smsp__inst_executed.sum                                                |    50,341,438 |   107,913,996 |    114.4% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         21.42 |         45.55 |    112.7% | %
dram__bytes_write.sum                                                  |         12.25 |          1.44 |    -88.2% | Mbyte
dram__sectors_read.sum                                                 |    89,609,928 |   152,333,600 |     70.0% | sector
launch__registers_per_thread                                           |         98.00 |         164.0 |     67.3% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     284,071.1 |     395,332.6 |     39.2% | warp
lts__t_sectors.sum                                                     |   540,974,169 |   707,394,148 |     30.8% | sector
lts__t_sector_hit_rate.pct                                             |         73.15 |         57.13 |    -21.9% | %
lts__t_sectors_op_read.sum                                             |   537,663,726 |   637,018,075 |     18.5% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,125,562 |     2,758,379 |    -11.7% | warp
