Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     218,827.0 |    32,527,856 |  14764.6% | 
dram__sectors_write.sum                                                |     418,000.0 |    44,746,248 |  10604.8% | sector
lts__t_sectors_op_write.sum                                            |     1,141,866 |    67,976,091 |   5853.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     1,065,887 |    49,824,384 |   4574.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |     373,546.0 |    15,090,695 |   3939.8% | 
smsp__warps_issue_stalled_barrier.avg                                  |       2,760.0 |      44,182.3 |   1500.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         212.7 |       2,330.3 |    995.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         793.1 |       7,178.3 |    805.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      27,427.6 |     213,274.2 |    677.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |         816.9 |       4,847.8 |    493.4% | warp
smsp__inst_executed.sum                                                |    49,882,329 |   107,804,283 |    116.1% | inst
dram__bytes_write.sum                                                  |         13.38 |          1.43 |    -89.3% | Mbyte
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         28.84 |         49.15 |     70.4% | %
launch__registers_per_thread                                           |         100.0 |         164.0 |     64.0% | register/thread
dram__sectors_read.sum                                                 |   121,349,048 |   172,258,704 |     42.0% | sector
smsp__warps_issue_stalled_wait.avg                                     |     289,533.8 |     402,975.4 |     39.2% | warp
lts__t_sectors.sum                                                     |   541,516,157 |   742,397,020 |     37.1% | sector
lts__t_sectors_op_read.sum                                             |   537,042,549 |   670,796,817 |     24.9% | sector
lts__t_sector_hit_rate.pct                                             |         65.42 |         53.17 |    -18.7% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         62.64 |         72.93 |     16.4% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,080,561 |     2,714,761 |    -11.9% | warp
