Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,859.0 |    28,908,412 | 1554951.7% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         548.5 |   4886.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      11,866.1 |     116,500.3 |    881.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       4,608.8 |      42,231.3 |    816.3% | warp
smsp__inst_executed.sum                                                |   164,061,566 |   976,351,892 |    495.1% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     106,093.4 |     384,101.7 |    262.0% | warp
smsp__warps_issue_stalled_wait.avg                                     |     627,270.5 |     1,122,606 |     79.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,910,825 |    79,357,566 |     59.0% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,771,486 |     1,173,606 |    -57.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     113,099.3 |     139,930.4 |     23.7% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         63.64 |         49.07 |    -22.9% | %
smsp__warps_issue_stalled_barrier.avg                                  |     450,792.3 |     546,581.1 |     21.2% | warp
smsp__cycles_active.avg                                                |     3,049,460 |     3,674,092 |     20.5% | cycle
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         55.31 |         44.97 |    -18.7% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         58.99 |         48.11 |    -18.4% | %
lts__t_sectors_op_read.sum                                             |   493,432,481 |   534,836,571 |      8.4% | sector
lts__t_sectors.sum                                                     |   763,322,966 |   804,869,393 |      5.4% | sector
