Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |       8,151.0 |    45,280,444 | 555420.1% | 
dram__sectors_write.sum                                                |     110,976.0 |   176,368,584 | 158825.0% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     318,938.0 |    49,934,137 |  15556.4% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         744.1 |     101,783.1 |  13577.8% | warp
lts__t_sectors_op_write.sum                                            |     2,115,457 |   269,483,788 |  12638.8% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         244.7 |       5,254.1 |   2047.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,424.3 |      10,062.0 |    606.4% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          5.03 |         29.59 |    488.3% | %
launch__registers_per_thread                                           |         34.00 |         108.0 |    217.6% | register/thread
smsp__inst_executed.sum                                                |    54,037,609 |   160,649,578 |    197.3% | inst
dram__bytes_read.sum                                                   |         920.8 |          1.31 |    -99.9% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     340,959.4 |     620,788.9 |     82.1% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     303,650.4 |     495,043.3 |     63.0% | warp
lts__t_sectors.sum                                                     |   529,558,023 |   778,772,607 |     47.1% | sector
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.19 |         51.22 |     45.6% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      93,750.4 |     134,048.1 |     43.0% | warp
dram__sectors_read.sum                                                 |    28,773,640 |    40,957,048 |     42.3% | sector
lts__t_sector_hit_rate.pct                                             |         89.67 |         56.19 |    -37.3% | %
smsp__cycles_active.avg                                                |     2,513,691 |     3,216,079 |     27.9% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         70.37 |         54.46 |    -22.6% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         71.81 |         58.65 |    -18.3% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,815,795 |     2,980,197 |      5.8% | warp
