Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_barrier.avg                                  |     271,656.3 |      43,931.7 |    -83.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      20,952.3 |       4,902.1 |    -76.6% | warp
launch__registers_per_thread                                           |         126.0 |         165.0 |     31.0% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,117,224 |     2,744,000 |     29.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,171,433 |    15,305,137 |    -20.2% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     168,700.8 |     201,144.3 |     19.2% | warp
dram__sectors_read.sum                                                 |   212,173,000 |   175,395,440 |    -17.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    27,943,932 |    32,457,408 |     16.2% | 
smsp__warps_issue_stalled_not_selected.avg                             |       6,697.8 |       7,335.5 |      9.5% | warp
smsp__inst_executed.sum                                                |   101,843,853 |   108,411,010 |      6.4% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,214.4 |       2,329.8 |      5.2% | warp
