Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,889.0 |     633,718.0 |  33447.8% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         744.1 |      40,753.7 |   5376.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |       8,151.0 |     228,811.0 |   2707.2% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     318,938.0 |     2,685,220 |    741.9% | 
launch__registers_per_thread                                           |         34.00 |         80.00 |    135.3% | register/thread
smsp__warps_issue_stalled_barrier.avg                                  |     303,650.4 |       1,999.9 |    -99.3% | warp
lts__t_sectors_op_write.sum                                            |     2,115,457 |     3,814,712 |     80.3% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      93,750.4 |      43,397.3 |    -53.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,424.3 |       1,986.6 |     39.5% | warp
smsp__inst_executed.sum                                                |    54,037,609 |    74,609,257 |     38.1% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         244.7 |         329.0 |     34.4% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,815,795 |     3,542,305 |     25.8% | warp
smsp__warps_issue_stalled_wait.avg                                     |     340,959.4 |     425,615.8 |     24.8% | warp
dram__bytes_read.sum                                                   |         920.8 |         715.5 |    -22.3% | Mbyte
dram__sectors_read.sum                                                 |    28,773,640 |    22,358,424 |    -22.3% | sector
lts__t_sectors_op_read.sum                                             |   527,335,741 |   444,829,426 |    -15.6% | sector
lts__t_sectors.sum                                                     |   529,558,023 |   460,261,523 |    -13.1% | sector
dram__sectors_write.sum                                                |     110,976.0 |     124,016.0 |     11.8% | sector
