Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     218,391.0 |    32,457,408 |  14762.1% | 
dram__sectors_write.sum                                                |     610,768.0 |    45,093,320 |   7283.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     1,048,705 |    49,848,808 |   4653.4% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |     360,379.0 |    15,305,137 |   4147.0% | 
lts__t_sectors_op_write.sum                                            |     1,792,669 |    68,637,837 |   3728.8% | sector
smsp__warps_issue_stalled_barrier.avg                                  |       2,328.7 |      43,931.7 |   1786.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      15,184.6 |     201,144.3 |   1224.7% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         295.4 |       2,329.8 |    688.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         995.1 |       7,335.5 |    637.2% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |         877.9 |       4,902.1 |    458.4% | warp
smsp__inst_executed.sum                                                |    50,826,022 |   108,411,010 |    113.3% | inst
dram__bytes_write.sum                                                  |         19.54 |          1.44 |    -92.6% | Mbyte
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         28.54 |         49.91 |     74.9% | %
launch__registers_per_thread                                           |         99.00 |         165.0 |     66.7% | register/thread
dram__sectors_read.sum                                                 |   119,697,896 |   175,395,440 |     46.5% | sector
smsp__warps_issue_stalled_wait.avg                                     |     288,224.5 |     399,637.0 |     38.7% | warp
lts__t_sectors.sum                                                     |   558,068,646 |   741,772,298 |     32.9% | sector
lts__t_sectors_op_read.sum                                             |   552,957,285 |   669,498,629 |     21.1% | sector
lts__t_sector_hit_rate.pct                                             |         63.13 |         52.78 |    -16.4% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,090,926 |     2,744,000 |    -11.2% | warp
