Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      20,376.4 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      31,728.6 |     270,653.3 |    753.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,777.7 |         17.75 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,153.0 |     382,712.8 |     67.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,918.9 |       7,193.0 |    -67.2% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
dram__sectors_read.sum                                                 |   133,747,408 |   189,376,184 |     41.6% | sector
smsp__inst_executed.sum                                                |   163,087,574 |   102,574,505 |    -37.1% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         40.11 |         54.30 |     35.4% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     133,556.9 |     173,765.5 |     30.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,572,434 |    29,300,032 |    -22.0% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,703,140 |     2,120,153 |    -21.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,199,413 |    48,713,196 |    -19.1% | 
lts__t_sectors_op_read.sum                                             |   617,154,425 |   667,382,395 |      8.1% | sector
lts__t_sectors.sum                                                     |   684,422,545 |   735,445,901 |      7.5% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,116,060 |    18,125,543 |     -5.2% | 
