Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,010.0 |     236,308.0 |  11656.6% | 
smsp__warps_issue_stalled_barrier.avg                                  |     280,893.5 |      41,098.2 |    -85.4% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      24,222.7 |       7,264.9 |    -70.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,375.1 |      41,119.2 |     55.9% | warp
launch__registers_per_thread                                           |         111.0 |         165.0 |     48.6% | register/thread
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,353.5 |       3,219.0 |     36.8% | warp
dram__sectors_read.sum                                                 |   129,862,416 |    89,329,072 |    -31.2% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       4,206.7 |       5,378.8 |     27.9% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,421,937 |     3,030,805 |     25.1% | warp
smsp__inst_executed.sum                                                |    70,331,114 |    76,352,703 |      8.6% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,438,335 |    18,707,275 |      7.3% | 
smsp__warps_issue_stalled_wait.avg                                     |     332,145.2 |     350,443.4 |      5.5% | warp
