Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__bytes_read.sum                                                   |          1.31 |         715.5 |  54515.3% | Gbyte
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |     671,384.0 |  36054.2% | 
smsp__warps_issue_stalled_barrier.avg                                  |     495,043.3 |      86,396.5 |    -82.5% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     134,048.1 |      59,040.3 |    -56.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,783.1 |     149,025.4 |     46.4% | warp
dram__sectors_read.sum                                                 |    40,957,048 |    22,358,248 |    -45.4% | sector
launch__registers_per_thread                                           |         108.0 |         151.0 |     39.8% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,980,197 |     3,726,626 |     25.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,062.0 |      11,303.3 |     12.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     620,788.9 |     695,599.0 |     12.1% | warp
smsp__inst_executed.sum                                                |   160,649,578 |   178,047,563 |     10.8% | inst
lts__t_sectors_op_read.sum                                             |   508,644,057 |   457,051,039 |    -10.1% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,254.1 |       4,764.2 |     -9.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,934,137 |    53,222,295 |      6.6% | 
