Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,010.0 |     237,213.0 |  11701.6% | 
smsp__warps_issue_stalled_barrier.avg                                  |     280,893.5 |      43,417.3 |    -84.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,375.1 |      46,008.2 |     74.4% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      24,222.7 |       7,029.1 |    -71.0% | warp
launch__registers_per_thread                                           |         111.0 |         164.0 |     47.7% | register/thread
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,353.5 |       3,265.3 |     38.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       4,206.7 |       5,677.2 |     35.0% | warp
dram__sectors_read.sum                                                 |   129,862,416 |    89,194,320 |    -31.3% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,421,937 |     3,014,187 |     24.5% | warp
lts__t_sectors_op_read.sum                                             |   615,036,433 |   551,958,701 |    -10.3% | sector
smsp__inst_executed.sum                                                |    70,331,114 |    76,644,867 |      9.0% | inst
lts__t_sectors.sum                                                     |   683,033,990 |   624,092,730 |     -8.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,438,335 |    18,717,904 |      7.3% | 
smsp__warps_issue_stalled_wait.avg                                     |     332,145.2 |     352,003.1 |      6.0% | warp
