Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__sectors_write.sum                                                |     610,768.0 |    44,074,096 |   7116.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |     360,379.0 |    17,004,871 |   4618.6% | 
lts__t_sectors_op_write.sum                                            |     1,792,669 |    68,630,220 |   3728.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     1,048,705 |    18,707,275 |   1683.8% | 
smsp__warps_issue_stalled_barrier.avg                                  |       2,328.7 |      41,098.2 |   1664.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         295.4 |       3,219.0 |    989.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |         877.9 |       7,264.9 |    727.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         995.1 |       5,378.8 |    440.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      15,184.6 |      41,119.2 |    170.8% | warp
dram__bytes_write.sum                                                  |         19.54 |          1.41 |    -92.8% | Mbyte
launch__registers_per_thread                                           |         99.00 |         165.0 |     66.7% | register/thread
smsp__inst_executed.sum                                                |    50,826,022 |    76,352,703 |     50.2% | inst
dram__sectors_read.sum                                                 |   119,697,896 |    89,329,072 |    -25.4% | sector
smsp__warps_issue_stalled_wait.avg                                     |     288,224.5 |     350,443.4 |     21.6% | warp
lts__t_sectors.sum                                                     |   558,068,646 |   666,348,618 |     19.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     218,391.0 |     236,308.0 |      8.2% | 
lts__t_sectors_op_read.sum                                             |   552,957,285 |   594,278,811 |      7.5% | sector
