Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |       8,162.0 |    45,150,633 | 553081.0% | 
dram__sectors_write.sum                                                |     107,984.0 |    57,854,224 |  53476.7% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     318,863.0 |    49,679,794 |  15480.3% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         713.7 |     107,578.2 |  14972.7% | warp
lts__t_sectors_op_write.sum                                            |     2,124,417 |   269,443,948 |  12583.2% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         499.5 |       6,783.3 |   1258.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,982.8 |      12,392.4 |    525.0% | warp
launch__registers_per_thread                                           |         40.00 |         116.0 |    190.0% | register/thread
smsp__inst_executed.sum                                                |    69,010,740 |   183,124,900 |    165.4% | inst
smsp__warps_issue_stalled_wait.avg                                     |     393,042.1 |     663,996.9 |     68.9% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     292,676.8 |     470,790.4 |     60.9% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         36.40 |         55.66 |     52.9% | %
lts__t_sectors.sum                                                     |   527,780,652 |   744,719,986 |     41.1% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      79,495.4 |     103,158.6 |     29.8% | warp
smsp__cycles_active.avg                                                |     2,472,034 |     3,004,584 |     21.5% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         72.79 |         59.58 |    -18.1% | %
lts__t_sectors_op_read.sum                                             |   525,559,393 |   469,572,263 |    -10.7% | sector
