Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       4,847.8 |      inf% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,777.7 |         23.18 |    -99.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,153.0 |     402,975.4 |     76.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,918.9 |       7,178.3 |    -67.3% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     133,556.9 |     213,274.2 |     59.7% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      31,728.6 |      44,182.3 |     39.3% | warp
launch__registers_per_thread                                           |         252.0 |         164.0 |    -34.9% | register/thread
smsp__inst_executed.sum                                                |   163,087,574 |   107,804,283 |    -33.9% | inst
dram__sectors_read.sum                                                 |   133,747,408 |   172,258,704 |     28.8% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,116,060 |    15,090,695 |    -21.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,199,413 |    49,824,384 |    -17.2% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,572,434 |    32,527,856 |    -13.4% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,580.1 |       2,330.3 |     -9.7% | warp
lts__t_sectors_op_read.sum                                             |   617,154,425 |   670,796,817 |      8.7% | sector
lts__t_sectors.sum                                                     |   684,422,545 |   742,397,020 |      8.5% | sector
