Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       3,693.0 |      inf% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,777.7 |         24.39 |    -99.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,153.0 |     400,536.5 |     75.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,918.9 |       7,445.1 |    -66.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     133,556.9 |     203,239.8 |     52.2% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      31,728.6 |      44,525.2 |     40.3% | warp
launch__registers_per_thread                                           |         252.0 |         164.0 |    -34.9% | register/thread
smsp__inst_executed.sum                                                |   163,087,574 |   108,567,112 |    -33.4% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,116,060 |    14,788,402 |    -22.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,199,413 |    49,850,268 |    -17.2% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,572,434 |    33,213,785 |    -11.6% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,580.1 |       2,365.7 |     -8.3% | warp
