Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.54 |       1,288.5 |   7246.4% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     671,384.0 |    29,435,831 |   4284.4% | 
smsp__warps_issue_stalled_not_selected.avg                             |      11,303.3 |     142,185.1 |   1157.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       4,764.2 |      46,698.0 |    880.2% | warp
smsp__inst_executed.sum                                                |   178,047,563 |   990,359,719 |    456.2% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     149,025.4 |     433,255.9 |    190.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      59,040.3 |     105,484.4 |     78.7% | warp
smsp__warps_issue_stalled_wait.avg                                     |     695,599.0 |     1,201,619 |     72.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    53,222,295 |    84,695,843 |     59.1% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,726,626 |     2,432,399 |    -34.7% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      86,396.5 |     113,867.0 |     31.8% | warp
smsp__cycles_active.avg                                                |     3,085,237 |     3,827,379 |     24.1% | cycle
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         62.63 |         48.08 |    -23.2% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         54.90 |         44.42 |    -19.1% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         58.14 |         47.13 |    -18.9% | %
lts__t_sectors_op_read.sum                                             |   457,051,039 |   497,058,069 |      8.8% | sector
lts__t_sectors.sum                                                     |   740,511,431 |   780,765,213 |      5.4% | sector
