Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |       2,430.0 |     467,679.0 |  19146.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,014.0 |     209,935.0 |  10323.8% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      87,884.0 |     1,087,525 |   1137.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |       2,308.1 |      15,678.2 |    579.3% | warp
lts__t_sectors_op_write.sum                                            |     679,759.0 |     1,803,347 |    165.3% | sector
launch__registers_per_thread                                           |         48.00 |         98.00 |    104.2% | register/thread
smsp__warps_issue_stalled_barrier.avg                                  |     224,642.6 |       2,485.8 |    -98.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      12,895.8 |         749.4 |    -94.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         629.5 |         966.1 |     53.5% | warp
dram__sectors_read.sum                                                 |   159,179,336 |    89,609,928 |    -43.7% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         36.64 |         21.42 |    -41.5% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         236.1 |         316.3 |     34.0% | warp
lts__t_sector_hit_rate.pct                                             |         54.81 |         73.15 |     33.5% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,509,841 |     3,125,562 |     24.5% | warp
smsp__inst_executed.sum                                                |    44,057,266 |    50,341,438 |     14.3% | inst
smsp__warps_issue_stalled_wait.avg                                     |     263,584.4 |     284,071.1 |      7.8% | warp
dram__sectors_write.sum                                                |     364,080.0 |     382,952.0 |      5.2% | sector
