Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       4,864.7 |      inf% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,777.7 |         24.23 |    -99.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,153.0 |     395,332.6 |     73.3% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,918.9 |       7,392.2 |    -66.3% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     133,556.9 |     200,824.8 |     50.4% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      31,728.6 |      45,002.6 |     41.8% | warp
launch__registers_per_thread                                           |         252.0 |         164.0 |    -34.9% | register/thread
smsp__inst_executed.sum                                                |   163,087,574 |   107,913,996 |    -33.8% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,199,413 |    50,264,863 |    -16.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,572,434 |    32,114,896 |    -14.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,116,060 |    16,351,246 |    -14.5% | 
dram__sectors_read.sum                                                 |   133,747,408 |   152,333,600 |     13.9% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,580.1 |       2,364.5 |     -8.4% | warp
