Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,010.0 |     230,215.0 |  11353.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,375.1 |      51,744.9 |     96.2% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     280,893.5 |      44,735.2 |    -84.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      24,222.7 |       5,961.0 |    -75.4% | warp
launch__registers_per_thread                                           |         111.0 |         163.0 |     46.8% | register/thread
dram__sectors_read.sum                                                 |   129,862,416 |    89,209,016 |    -31.3% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,421,937 |     2,989,217 |     23.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,353.5 |       2,088.8 |    -11.2% | warp
smsp__inst_executed.sum                                                |    70,331,114 |    76,136,445 |      8.3% | inst
smsp__warps_issue_stalled_wait.avg                                     |     332,145.2 |     356,446.8 |      7.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,438,335 |    18,547,256 |      6.4% | 
