Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |         816.9 |      inf% | warp
dram__bytes_write.sum                                                  |          1.40 |         13.38 |    855.7% | Gbyte
smsp__warps_issue_stalled_wait.avg                                     |     140,956.4 |     289,533.8 |    105.4% | warp
dram__sectors_write.sum                                                |    43,735,328 |     418,000.0 |    -99.0% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,176.1 |         23.94 |    -98.9% | warp
lts__t_sectors_op_write.sum                                            |    66,846,405 |     1,141,866 |    -98.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,642,021 |     373,546.0 |    -97.8% | 
smsp__warps_issue_stalled_barrier.avg                                  |      93,205.4 |       2,760.0 |    -97.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,958.4 |         793.1 |    -96.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    20,140,205 |     1,065,887 |    -94.7% | 
smsp__inst_executed.sum                                                |   141,729,604 |    49,882,329 |    -64.8% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         556.7 |         212.7 |    -61.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     423,531.0 |     218,827.0 |    -48.3% | 
launch__registers_per_thread                                           |         186.0 |         100.0 |    -46.2% | register/thread
dram__sectors_read.sum                                                 |    89,205,136 |   121,349,048 |     36.0% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,412,125 |     3,080,561 |     27.7% | warp
lts__t_sectors.sum                                                     |   636,139,843 |   541,516,157 |    -14.9% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,338.4 |      27,427.6 |     -9.6% | warp
lts__t_sectors_op_read.sum                                             |   569,048,989 |   537,042,549 |     -5.6% | sector
