Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__sectors_write.sum                                                |     382,952.0 |    44,419,392 |  11499.2% | sector
lts__t_sectors_op_write.sum                                            |     1,803,347 |    68,622,118 |   3705.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |     467,679.0 |    16,268,155 |   3378.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     1,087,525 |    18,014,569 |   1556.5% | 
smsp__warps_issue_stalled_barrier.avg                                  |       2,485.8 |      36,855.0 |   1382.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |         749.4 |       7,617.4 |    916.5% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         316.3 |       3,157.6 |    898.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         966.1 |       5,388.3 |    457.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      15,678.2 |      42,242.5 |    169.4% | warp
dram__bytes_write.sum                                                  |         12.25 |          1.42 |    -88.4% | Mbyte
launch__registers_per_thread                                           |         98.00 |         164.0 |     67.3% | register/thread
smsp__inst_executed.sum                                                |    50,341,438 |    75,905,304 |     50.8% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         21.42 |         31.48 |     47.0% | %
smsp__warps_issue_stalled_wait.avg                                     |     284,071.1 |     346,523.5 |     22.0% | warp
lts__t_sectors.sum                                                     |   540,974,169 |   631,463,434 |     16.7% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     209,935.0 |     236,587.0 |     12.7% | 
