Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,859.0 |    29,092,442 | 1564851.2% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         989.2 |   8892.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      12,392.4 |     122,295.0 |    886.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       6,783.3 |      36,938.2 |    444.5% | warp
smsp__inst_executed.sum                                                |   183,124,900 |   995,587,978 |    443.7% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     107,578.2 |     349,760.4 |    225.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     663,996.9 |     1,201,695 |     81.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,679,794 |    79,757,118 |     60.5% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,610,194 |     1,149,857 |    -55.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     103,158.6 |     130,734.2 |     26.7% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         64.53 |         47.60 |    -26.2% | %
smsp__cycles_active.avg                                                |     3,004,584 |     3,701,830 |     23.2% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         59.58 |         46.68 |    -21.7% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         55.66 |         43.61 |    -21.6% | %
smsp__warps_issue_stalled_barrier.avg                                  |     470,790.4 |     545,151.9 |     15.8% | warp
lts__t_sectors_op_read.sum                                             |   469,572,263 |   509,309,583 |      8.5% | sector
lts__t_sectors.sum                                                     |   744,719,986 |   782,105,568 |      5.0% | sector
