Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     230,215.0 |    32,527,856 |  14029.3% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      51,744.9 |     213,274.2 |    312.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    18,547,256 |    49,824,384 |    168.6% | 
dram__sectors_read.sum                                                 |    89,209,016 |   172,258,704 |     93.1% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       4,025.0 |       7,178.3 |     78.3% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         30.86 |         49.15 |     59.3% | %
smsp__inst_executed.sum                                                |    76,136,445 |   107,804,283 |     41.6% | inst
lts__t_sector_hit_rate.pct                                             |         65.70 |         53.17 |    -19.1% | %
smsp__warps_issue_stalled_sleeping.avg                                 |       5,961.0 |       4,847.8 |    -18.7% | warp
smsp__warps_issue_stalled_wait.avg                                     |     356,446.8 |     402,975.4 |     13.1% | warp
lts__t_sectors_op_read.sum                                             |   595,923,473 |   670,796,817 |     12.6% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,088.8 |       2,330.3 |     11.6% | warp
lts__t_sectors.sum                                                     |   667,327,619 |   742,397,020 |     11.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,731,633 |    15,090,695 |     -9.8% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,989,217 |     2,714,761 |     -9.2% | warp
