Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__sectors_write.sum                                                |     125,152.0 |   176,370,776 | 140825.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |     232,572.0 |    46,935,440 |  20081.0% | 
smsp__warps_issue_stalled_barrier.avg                                  |       1,642.4 |     118,571.3 |   7119.3% | warp
lts__t_sectors_op_write.sum                                            |     5,960,370 |   273,258,995 |   4484.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     2,707,718 |    54,434,198 |   1910.3% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         671.9 |       6,215.6 |    825.1% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          3.96 |         28.44 |    618.2% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |      23,326.5 |     132,349.6 |    467.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       2,173.7 |      12,142.5 |    458.6% | warp
smsp__inst_executed.sum                                                |    75,112,625 |   180,724,432 |    140.6% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     634,016.0 |     1,355,335 |    113.8% | 
launch__registers_per_thread                                           |         76.00 |         152.0 |    100.0% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     419,821.5 |     690,742.5 |     64.5% | warp
lts__t_sectors.sum                                                     |   480,981,417 |   739,356,196 |     53.7% | sector
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.65 |         54.56 |     53.0% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      43,939.3 |      64,796.9 |     47.5% | warp
lts__t_sector_hit_rate.pct                                             |         88.24 |         56.78 |    -35.7% | %
smsp__cycles_active.avg                                                |     2,527,458 |     3,130,508 |     23.9% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.25 |         57.47 |    -19.3% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.69 |         61.92 |    -14.8% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,528,430 |     3,769,420 |      6.8% | warp
