Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      11,100.8 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      93,205.4 |     224,658.1 |    141.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,642,021 |       2,520.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    20,140,205 |      87,766.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     423,531.0 |       2,027.0 |    -99.5% | 
dram__sectors_write.sum                                                |    43,735,328 |     300,760.0 |    -99.3% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,176.1 |         17.68 |    -99.2% | warp
lts__t_sectors_op_write.sum                                            |    66,846,405 |     673,765.0 |    -99.0% | sector
smsp__warps_issue_stalled_not_selected.avg                             |      25,958.4 |         598.4 |    -97.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,338.4 |       2,583.2 |    -91.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,956.4 |     265,607.1 |     88.4% | warp
launch__registers_per_thread                                           |         186.0 |         56.00 |    -69.9% | register/thread
smsp__inst_executed.sum                                                |   141,729,604 |    44,068,265 |    -68.9% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         556.7 |         190.1 |    -65.9% | warp
dram__sectors_read.sum                                                 |    89,205,136 |   124,551,936 |     39.6% | sector
lts__t_sectors.sum                                                     |   636,139,843 |   531,588,098 |    -16.4% | sector
lts__t_sectors_op_read.sum                                             |   569,048,989 |   530,616,542 |     -6.8% | sector
