Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      18,741.3 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      31,728.6 |     267,308.7 |    742.5% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,777.7 |         17.80 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,153.0 |     401,027.4 |     75.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,918.9 |       7,772.5 |    -64.5% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
smsp__warps_issue_stalled_short_scoreboard.avg                         |     133,556.9 |     187,957.9 |     40.7% | warp
smsp__inst_executed.sum                                                |   163,087,574 |   106,057,818 |    -35.0% | inst
dram__sectors_read.sum                                                 |   133,747,408 |   170,124,488 |     27.2% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,703,140 |     2,023,480 |    -25.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,572,434 |    30,172,816 |    -19.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,199,413 |    49,997,715 |    -16.9% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,580.1 |       2,858.3 |     10.8% | warp
