Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,005.0 |    25,860,948 | 1289722.8% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      33,065.9 |     179,142.7 |    441.8% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         21.20 |         67.34 |    217.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    16,799,953 |    49,488,852 |    194.6% | 
dram__sectors_read.sum                                                 |    92,478,392 |   181,621,752 |     96.4% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       4,913.8 |       8,962.2 |     82.4% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         31.47 |         51.89 |     64.9% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,491.9 |       3,743.1 |     50.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,488,163 |    21,761,658 |     40.5% | 
smsp__inst_executed.sum                                                |    80,504,551 |   113,092,145 |     40.5% | inst
lts__t_sector_hit_rate.pct                                             |         64.79 |         52.38 |    -19.2% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      20,283.6 |      17,126.2 |    -15.6% | warp
smsp__warps_issue_stalled_wait.avg                                     |     365,667.7 |     418,656.4 |     14.5% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,348,436 |     2,051,897 |    -12.6% | warp
lts__t_sectors_op_read.sum                                             |   607,352,467 |   683,524,711 |     12.5% | sector
lts__t_sectors.sum                                                     |   698,753,991 |   777,220,013 |     11.2% | sector
