Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      20,218.8 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      31,728.6 |     270,975.6 |    754.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,777.7 |         17.70 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,153.0 |     387,401.4 |     69.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,918.9 |       7,121.8 |    -67.5% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
dram__sectors_read.sum                                                 |   133,747,408 |   188,597,200 |     41.0% | sector
smsp__inst_executed.sum                                                |   163,087,574 |   103,194,597 |    -36.7% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         40.11 |         53.89 |     34.4% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     133,556.9 |     177,438.1 |     32.9% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,703,140 |     2,117,656 |    -21.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,572,434 |    29,621,742 |    -21.2% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,199,413 |    49,330,875 |    -18.1% | 
lts__t_sectors_op_read.sum                                             |   617,154,425 |   667,072,537 |      8.1% | sector
lts__t_sectors.sum                                                     |   684,422,545 |   735,146,313 |      7.4% | sector
