Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__sectors_write.sum                                                |     125,152.0 |   176,364,624 | 140820.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |     232,572.0 |    49,029,856 |  20981.6% | 
smsp__warps_issue_stalled_barrier.avg                                  |       1,642.4 |     120,116.6 |   7213.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         671.9 |      48,587.4 |   7131.7% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.81 |       1,286.2 |   7121.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       2,173.7 |     139,694.9 |   6326.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     634,016.0 |    29,380,969 |   4534.1% | 
lts__t_sectors_op_write.sum                                            |     5,960,370 |   273,380,003 |   4486.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     2,707,718 |    84,988,951 |   3038.8% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      23,326.5 |     403,187.0 |   1628.5% | warp
smsp__inst_executed.sum                                                |    75,112,625 |   992,488,688 |   1221.3% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          3.96 |         23.27 |    487.6% | %
smsp__warps_issue_stalled_wait.avg                                     |     419,821.5 |     1,197,895 |    185.3% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      43,939.3 |     103,704.4 |    136.0% | warp
launch__registers_per_thread                                           |         76.00 |         151.0 |     98.7% | register/thread
lts__t_sectors.sum                                                     |   480,981,417 |   784,368,702 |     63.1% | sector
smsp__cycles_active.avg                                                |     2,527,458 |     3,835,377 |     51.7% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.25 |         47.03 |    -34.0% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.69 |         47.99 |    -34.0% | %
lts__t_sector_hit_rate.pct                                             |         88.24 |         58.79 |    -33.4% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,528,430 |     2,496,562 |    -29.2% | warp
lts__t_sectors_op_read.sum                                             |   463,397,126 |   498,535,935 |      7.6% | sector
