Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       3,578.2 |      inf% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,777.7 |         23.46 |    -99.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,153.0 |     403,953.8 |     77.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,918.9 |       7,168.6 |    -67.3% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     133,556.9 |     216,935.8 |     62.4% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      31,728.6 |      43,803.4 |     38.1% | warp
launch__registers_per_thread                                           |         252.0 |         164.0 |    -34.9% | register/thread
smsp__inst_executed.sum                                                |   163,087,574 |   107,944,702 |    -33.8% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,116,060 |    14,510,627 |    -24.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,199,413 |    49,693,287 |    -17.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,572,434 |    33,242,419 |    -11.5% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,580.1 |       2,325.0 |     -9.9% | warp
