Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         15.84 |       3,751.0 |  23580.3% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       6,359.1 |      21,772.7 |    242.4% | warp
launch__registers_per_thread                                           |         126.0 |         252.0 |    100.0% | register/thread
smsp__warps_issue_stalled_sleeping.avg                                 |      23,273.1 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     277,451.6 |      31,183.6 |    -88.8% | warp
smsp__inst_executed.sum                                                |   102,717,792 |   163,089,668 |     58.8% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    24,276,541 |    37,857,177 |     55.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    39,810,027 |    60,334,489 |     51.6% | 
smsp__warps_issue_stalled_wait.avg                                     |     389,636.7 |     228,147.8 |    -41.4% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    14,164,920 |    19,010,296 |     34.2% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,044.8 |       2,533.3 |     23.9% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,295,174 |     2,726,531 |     18.8% | warp
dram__sectors_read.sum                                                 |   145,717,800 |   133,746,200 |     -8.2% | sector
lts__t_sectors_op_read.sum                                             |   668,360,846 |   618,824,288 |     -7.4% | sector
lts__t_sectors.sum                                                     |   736,971,176 |   686,093,131 |     -6.9% | sector
