Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |       2,560.0 |    16,538,425 | 645932.2% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,067.0 |     431,765.0 |  20788.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     102,249.0 |    19,993,009 |  19453.3% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         16.05 |       2,179.6 |  13480.2% | warp
dram__sectors_write.sum                                                |     328,832.0 |    43,744,768 |  13203.1% | sector
lts__t_sectors_op_write.sum                                            |     701,641.0 |    66,842,775 |   9426.6% | sector
smsp__warps_issue_stalled_not_selected.avg                             |         806.5 |      25,699.5 |   3086.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,216.0 |      30,258.2 |   2388.3% | warp
launch__registers_per_thread                                           |         48.00 |         186.0 |    287.5% | register/thread
smsp__inst_executed.sum                                                |    43,727,124 |   141,729,573 |    224.1% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      13,999.4 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     226,555.2 |      93,069.2 |    -58.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         370.8 |         571.9 |     54.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     258,868.8 |     140,958.4 |    -45.5% | warp
dram__sectors_read.sum                                                 |   135,328,288 |    89,208,360 |    -34.1% | sector
lts__t_sectors_op_read.sum                                             |   614,576,158 |   558,160,723 |     -9.2% | sector
