Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,067.0 |    24,049,412 | 1163393.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |       2,560.0 |    14,699,101 | 574083.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     102,249.0 |    40,235,553 |  39250.6% | 
dram__sectors_write.sum                                                |     328,832.0 |    44,482,768 |  13427.5% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,216.0 |     138,051.5 |  11252.5% | warp
lts__t_sectors_op_write.sum                                            |     701,641.0 |    67,552,768 |   9527.8% | sector
smsp__warps_issue_stalled_not_selected.avg                             |         806.5 |       6,373.6 |    690.3% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         370.8 |       2,162.9 |    483.4% | warp
launch__registers_per_thread                                           |         48.00 |         124.0 |    158.3% | register/thread
smsp__inst_executed.sum                                                |    43,727,124 |   101,101,052 |    131.2% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      13,999.4 |      22,399.0 |     60.0% | warp
smsp__warps_issue_stalled_wait.avg                                     |     258,868.8 |     379,318.6 |     46.5% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         31.81 |         43.50 |     36.7% | %
lts__t_sectors.sum                                                     |   615,583,346 |   746,565,962 |     21.3% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     226,555.2 |     273,144.5 |     20.6% | warp
dram__sectors_read.sum                                                 |   135,328,288 |   155,792,936 |     15.1% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,536,617 |     2,248,730 |    -11.3% | warp
lts__t_sectors_op_read.sum                                             |   614,576,158 |   677,933,078 |     10.3% | sector
