Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     427,885.0 |    37,767,999 |   8726.7% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         576.0 |       2,588.3 |    349.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,334.5 |     135,462.7 |    346.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    20,009,259 |    60,247,608 |    201.1% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.7 |       3,747.8 |     72.1% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,694.6 |      31,089.8 |    -66.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.6 |     228,154.4 |     61.9% | warp
dram__sectors_read.sum                                                 |    89,189,096 |   133,744,928 |     50.0% | sector
launch__registers_per_thread                                           |         186.0 |         252.0 |     35.5% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,421,352 |    19,079,184 |     16.2% | 
smsp__warps_issue_stalled_not_selected.avg                             |      25,823.8 |      21,896.3 |    -15.2% | warp
smsp__inst_executed.sum                                                |   141,729,619 |   163,086,594 |     15.1% | inst
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,423,241 |     2,724,021 |     12.4% | warp
lts__t_sectors_op_read.sum                                             |   547,877,271 |   611,926,375 |     11.7% | sector
lts__t_sectors.sum                                                     |   614,967,695 |   679,148,520 |     10.4% | sector
