Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,010.0 |     427,885.0 |  21187.8% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.57 |       2,177.7 |  12294.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       4,222.2 |      25,823.8 |    511.6% | warp
smsp__inst_executed.sum                                                |    70,337,459 |   141,729,619 |    101.5% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      24,232.7 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,381.4 |         576.0 |    -75.8% | warp
launch__registers_per_thread                                           |         111.0 |         186.0 |     67.6% | register/thread
smsp__warps_issue_stalled_barrier.avg                                  |     281,388.3 |      92,694.6 |    -67.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     332,168.1 |     140,961.6 |    -57.6% | warp
dram__sectors_read.sum                                                 |   139,493,032 |    89,189,096 |    -36.1% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,329.6 |      30,334.5 |     15.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,654,744 |    20,009,259 |     13.3% | 
lts__t_sectors_op_read.sum                                             |   622,089,995 |   547,877,271 |    -11.9% | sector
lts__t_sectors.sum                                                     |   690,154,978 |   614,967,695 |    -10.9% | sector
