Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,928.2 |       2,200.9 |    -24.8% | warp
dram__sectors_read.sum                                                 |   171,432,448 |   211,518,512 |     23.4% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      18,539.9 |      21,670.8 |     16.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       7,830.1 |       6,686.1 |    -14.6% | warp
lts__t_sectors_op_read.sum                                             |   605,937,493 |   681,404,043 |     12.5% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     186,790.9 |     165,483.5 |    -11.4% | warp
lts__t_sectors.sum                                                     |   674,072,248 |   749,390,123 |     11.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    29,473,203 |    26,917,828 |     -8.7% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,036,366 |     2,149,627 |      5.6% | warp
