N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,regs,spills,smem_kb,ms,tflops,status,dflags
4,5,1,1,64,160,4,1,0,235,0,208.125,0.522,2096.2,OK,-DCVT_ADD_FUSED=0 -DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,2,1,1,240,0,208.125,0.523,2092.02,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,2,0,32,60,2,1,1,225,0,208.125,0.523,2095.44,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60
4,5,2,0,32,100,2,1,1,225,0,208.125,0.523,2092.38,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100
4,5,2,0,32,160,2,1,1,225,0,208.125,0.523,2092.07,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160
4,5,2,1,32,40,2,1,1,225,0,208.125,0.523,2092.38,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40
4,5,2,1,32,60,2,1,1,225,0,208.125,0.523,2092.61,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60
4,5,2,1,32,80,2,1,1,225,0,208.125,0.523,2092.23,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5
4,5,2,1,32,100,2,1,1,225,0,208.125,0.523,2092.1,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100
4,5,2,1,32,120,2,1,1,225,0,208.125,0.523,2092.05,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,2,0,32,80,2,1,1,225,0,208.125,0.524,2090.12,OK,-DNUM_EPI_WARPS=5
4,5,1,1,64,200,2,1,1,240,0,208.125,0.524,2087.86,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,4,1,1,235,0,208.125,0.524,2089.19,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,4,2,0,32,80,2,1,1,209,0,192.125,0.525,2083.92,OK,
4,5,1,1,64,40,2,1,1,240,0,208.125,0.525,2085.18,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,60,2,1,1,240,0,208.125,0.525,2084.68,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,100,2,1,1,240,0,208.125,0.525,2086.13,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
4,5,2,0,32,40,2,1,1,225,0,208.125,0.525,2086.18,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40
4,5,2,0,32,120,2,1,1,225,0,208.125,0.525,2087.53,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,1,1,64,160,2,1,1,240,0,208.125,0.525,2084.14,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,120,2,1,1,240,0,208.125,0.526,2082.88,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
4,5,2,0,32,0,2,1,1,224,0,208.125,0.526,2082.59,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,2,0,32,80,2,1,1,225,0,208.125,0.526,2081.08,OK,-DNUM_EPI_WARPS=5
4,5,2,1,32,0,2,1,1,224,0,208.125,0.526,2083.12,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,2,1,32,200,2,1,1,225,0,208.125,0.526,2080.47,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200
4,5,1,1,64,80,2,1,1,240,0,208.125,0.527,2078.04,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DTMEM_LOAD_WIDTH=64
4,5,1,0,64,40,2,1,1,222,0,208.125,0.528,2073.45,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
4,5,1,1,32,40,2,1,1,226,0,208.125,0.528,2073.73,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40
4,5,2,0,32,200,2,1,1,225,0,208.125,0.528,2075.1,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200
4,5,2,1,32,160,2,1,1,225,0,208.125,0.528,2074.09,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160
4,5,1,0,32,60,2,1,1,225,0,208.125,0.529,2071.9,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60
4,5,1,0,32,80,2,1,1,225,0,208.125,0.529,2069.93,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5
4,5,2,0,64,120,2,1,1,255,0,208.125,0.529,2070.73,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
4,5,2,0,64,200,2,1,1,255,0,208.125,0.529,2071.39,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
4,5,2,1,64,200,2,1,1,255,0,208.125,0.529,2068.55,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,1,1,0,248,0,208.125,0.529,2070.24,OK,-DCVT_ADD_FUSED=0 -DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPHASE1_UNROLL=1 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,0,64,80,2,1,1,222,0,208.125,0.53,2066.89,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DTMEM_LOAD_WIDTH=64
4,5,1,0,32,100,2,1,1,225,0,208.125,0.53,2067.8,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100
4,5,1,1,64,0,2,1,1,237,0,208.125,0.53,2066.7,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
4,5,1,1,32,100,2,1,1,226,0,208.125,0.53,2064.23,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100
4,5,1,1,32,120,2,1,1,226,0,208.125,0.53,2064.77,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,1,1,32,160,2,1,1,226,0,208.125,0.53,2065.07,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160
4,5,2,0,64,100,2,1,1,255,0,208.125,0.53,2066.02,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
4,5,2,0,64,160,2,1,1,255,0,208.125,0.53,2067.03,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,2,1,64,60,2,1,1,255,0,208.125,0.53,2064.75,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
4,5,2,1,64,80,2,1,1,255,0,208.125,0.53,2064.79,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DTMEM_LOAD_WIDTH=64
4,5,2,1,64,100,2,1,1,255,0,208.125,0.53,2064.72,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
4,5,1,0,32,120,2,1,1,225,0,208.125,0.531,2063.77,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,1,0,64,160,2,1,1,222,0,208.125,0.531,2061.29,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,1,32,0,2,1,1,224,0,208.125,0.531,2061.57,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,1,1,32,60,2,1,1,226,0,208.125,0.531,2061.47,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60
4,5,1,1,32,200,2,1,1,226,0,208.125,0.531,2061.25,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200
4,5,2,1,64,40,2,1,1,255,0,208.125,0.531,2060.32,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
4,5,2,1,64,120,2,1,1,255,0,208.125,0.531,2062.41,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,1,1,1,248,0,208.125,0.531,2063.71,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPHASE1_UNROLL=1 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,0,32,0,2,1,1,224,0,208.125,0.532,2057.51,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,1,0,64,0,2,1,1,223,0,208.125,0.532,2059.1,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
4,5,1,0,32,40,2,1,1,225,0,208.125,0.532,2060.02,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40
4,5,1,1,32,80,2,1,1,226,0,208.125,0.532,2059.04,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5
4,5,2,0,64,80,2,1,1,255,0,208.125,0.532,2059.07,OK,-DNUM_EPI_WARPS=5 -DTMEM_LOAD_WIDTH=64
4,5,1,0,32,160,2,1,1,225,0,208.125,0.533,2053.62,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160
4,5,1,0,32,200,2,1,1,225,0,208.125,0.533,2055.96,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200
4,5,1,0,64,200,2,1,1,222,0,208.125,0.533,2052.56,OK,-DINTERLEAVE_STRATEGY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
4,5,2,0,64,40,2,1,1,255,0,208.125,0.534,2051.88,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
4,5,2,0,64,60,2,1,1,255,0,208.125,0.534,2051.52,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
5,4,2,0,32,80,2,1,1,229,0,224.125,0.537,2039.91,OK,-DN_STAGES=5
4,5,2,1,64,0,2,1,1,255,0,208.125,0.538,2033.57,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
4,5,2,0,64,0,2,1,1,254,0,208.125,0.539,2030.13,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
3,5,2,0,32,80,2,1,1,205,0,176.125,0.556,1968.19,OK,-DNUM_EPI_WARPS=5 -DN_STAGES=3
3,4,2,0,32,80,2,1,1,189,0,160.125,0.558,1964.02,OK,-DN_STAGES=3
4,5,1,1,64,160,2,0,0,240,0,208.125,0.567,1930.21,OK,-DCVT_ADD_FUSED=0 -DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,2,0,1,240,0,208.125,0.578,1895.34,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,1,0,0,248,0,208.125,0.601,1820.81,OK,-DCVT_ADD_FUSED=0 -DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPHASE1_UNROLL=1 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,1,0,1,248,0,208.125,0.601,1821.34,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DPHASE1_UNROLL=1 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,0,2,1,1,224,0,208.125,0.553,1981.84,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,0,0,64,0,2,1,1,255,0,208.125,0.563,1945.51,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,40,2,1,1,225,0,208.125,0.545,2009.94,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40
4,5,0,0,64,40,2,1,1,255,0,208.125,0.556,1968.75,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,60,2,1,1,225,0,208.125,0.545,2007.82,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60
4,5,0,0,64,60,2,1,1,255,0,208.125,0.555,1974.13,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,80,2,1,1,225,0,208.125,0.545,2010.7,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5
4,5,0,0,64,80,2,1,1,255,0,208.125,0.555,1974.02,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,100,2,1,1,225,0,208.125,0.543,2016.76,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100
4,5,0,0,64,100,2,1,1,255,0,208.125,0.554,1976.73,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,120,2,1,1,225,0,208.125,0.547,2003.09,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,0,0,64,120,2,1,1,255,0,208.125,0.554,1976.69,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,160,2,1,1,225,0,208.125,0.546,2004.95,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160
4,5,0,0,64,160,2,1,1,255,0,208.125,0.552,1984.49,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,0,0,32,200,2,1,1,225,0,208.125,0.547,2003.08,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200
4,5,0,0,64,200,2,1,1,255,0,208.125,0.553,1980.61,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
4,5,0,1,32,0,2,1,1,224,0,208.125,0.559,1957.27,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,0,1,64,0,2,1,1,255,0,208.125,0.561,1950.25,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
4,5,0,1,32,40,2,1,1,225,0,208.125,0.546,2006.63,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40
4,5,0,1,64,40,2,1,1,255,0,208.125,0.559,1959.74,VALIDATION_FAILED,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
