
=== WALL TIME ===
label                                             ms    tflops  valid  regs  bars
tma_rd_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a

=== FULL METRICS: fc2 pk=p mode=fused ===
metric                 checkered             ck2         default            dg10            dg12            dg16             dg2            dg20            dg24             dg3            dg32             dg4             dg6         dgsnake       dgswizzle         hilbert        kstagger       kstagger2       kstagger3          ncycle           nflat           nlock          nsnake        rowmajor          zigzag          zorder
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
long_sb                    2.03M           2.03M           2.24M           2.09M           2.07M           2.05M           2.09M           2.10M           2.07M           2.10M           2.08M           2.06M           2.10M           2.04M           2.05M           2.02M           2.23M           2.23M           2.24M           2.10M           2.09M           2.08M           2.10M           2.15M           2.12M           2.00M
short_sb                  180.7K          181.6K          159.3K          181.5K          183.3K          184.3K          178.9K          180.5K          182.1K          178.9K          181.5K          184.0K          179.8K          183.8K          184.0K          186.4K          157.9K          157.6K          158.7K          179.4K          179.3K          189.0K          179.8K          169.2K          171.4K          187.6K
wait                      408.4K          408.4K          384.8K          401.3K          401.2K          401.1K          399.3K          401.3K          401.2K          401.3K          401.2K          401.1K          401.3K          407.0K          401.1K          460.4K          383.2K          383.9K          383.2K          386.7K          391.6K          426.9K          388.0K          382.9K          387.7K          460.4K
barrier                   269.6K          269.5K          280.4K          271.6K          270.5K          269.3K          271.3K          272.5K          270.4K          272.1K          271.3K          269.3K          272.7K          269.0K          269.0K          268.5K          280.9K          281.1K          281.2K          271.0K          271.4K          270.7K          271.0K          272.9K          271.3K          267.0K
sleeping                   18.4K           18.3K           24.6K           21.0K           20.2K           19.8K           20.3K           21.0K           20.2K           20.9K           20.4K           20.0K           21.3K           19.6K           19.4K           16.0K           25.2K           25.4K           25.2K           21.1K           20.8K           18.6K           20.8K           20.9K           20.7K           16.1K
not_selected                8.2K            8.1K            6.6K            7.9K            7.9K            7.9K            7.9K            7.9K            7.9K            8.0K            7.9K            7.9K            7.9K            8.2K            7.9K            8.4K            6.7K            6.7K            6.7K            7.2K            7.5K            8.2K            7.3K            7.3K            7.3K            8.4K
mio_thr                   472.18          471.34           17.70           17.70           17.79           17.78           18.58           17.83           17.68           17.74           17.79           17.69           17.63           17.83           17.71           17.83           17.86           17.70           17.63           17.80           17.83           97.98           17.73           16.21           17.75           17.85
math_thr                    3.1K            3.1K            2.2K            3.0K            3.0K            2.9K            3.0K            3.0K            2.9K            3.0K            3.0K            3.0K            3.0K            3.3K            2.9K            3.0K            2.2K            2.2K            2.2K            2.6K            2.9K            3.1K            2.7K            2.6K            2.7K            3.0K
dram_rd_B                  5.70G           5.72G           7.07G           6.04G           5.90G           5.70G           6.02G           6.24G           6.08G           6.26G           6.16G           5.80G           6.30G           5.71G           5.66G           5.91G           7.14G           7.17G           7.09G           5.60G           5.61G           6.39G           5.60G           6.10G           6.05G           5.73G
dram_wr_B                  1.42G           1.42G           1.43G           1.42G           1.42G           1.42G           1.42G           1.43G           1.42G           1.43G           1.42G           1.42G           1.42G           1.42G           1.42G           1.43G           1.43G           1.43G           1.43G           1.42G           1.42G           1.42G           1.42G           1.42G           1.43G           1.42G
dram_rd_sec              178.20M         178.65M         220.85M         188.72M         184.33M         178.02M         188.01M         194.87M         189.96M         195.64M         192.37M         181.28M         196.81M         178.56M         176.94M         184.59M         223.00M         224.20M         221.70M         175.15M         175.34M         199.55M         174.92M         190.72M         188.98M         179.21M
dram_wr_sec               44.41M          44.42M          44.62M          44.52M          44.46M          44.42M          44.49M          44.53M          44.45M          44.55M          44.50M          44.49M          44.52M          44.42M          44.39M          44.57M          44.62M          44.66M          44.63M          44.26M          44.27M          44.52M          44.27M          44.52M          44.58M          44.52M
dram_pct                   53.26           53.37           59.34           55.21           54.60           53.28           55.21           56.30           55.74           56.43           56.01           53.90           56.43           53.26           53.00           53.67           59.70           60.08           59.73           52.47           52.32           56.52           52.37           54.91           54.34           52.63
lts_pct                    67.65           67.63           72.43           74.08           74.54           71.26           74.31           74.25           71.77           73.68           73.28           72.60           73.77           67.79           67.87           73.62           73.55           73.75           73.68           74.38           75.89           73.52           73.95           73.20           72.95           74.07
lts_sec                  671.06M         673.70M         751.65M         742.56M         736.65M         702.81M         739.06M         755.34M         716.41M         741.91M         738.47M         723.58M         749.27M         677.80M         675.29M         749.02M         762.93M         761.98M         763.88M         709.18M         723.30M         755.28M         706.64M         742.08M         748.92M         749.34M
lts_rd_sec               602.87M         605.64M         683.41M         674.39M         668.43M         634.87M         670.86M         687.24M         648.22M         673.76M         670.27M         655.39M         681.42M         609.64M         607.22M         680.90M         694.79M         693.84M         695.69M         640.85M         654.98M         687.01M         638.31M         673.91M         680.93M         681.19M
lts_wr_sec                67.51M          67.51M          67.51M          67.51M          67.51M          67.51M          67.51M          67.50M          67.51M          67.51M          67.51M          67.52M          67.52M          67.51M          67.52M          67.51M          67.51M          67.51M          67.50M          67.50M          67.51M          67.51M          67.51M          67.51M          67.52M          67.51M
lts_hit                    47.94           47.69           42.97           49.34           49.87           49.56           49.87           48.22           48.03           47.03           48.25           49.72           48.41           47.72           48.02           49.86           44.15           44.10           44.16           52.55           53.68           47.90           53.22           48.68           48.65           50.83
l1tex_pct                  51.23           51.32           48.38           50.55           50.98           51.32           50.56           50.46           50.91           50.32           50.82           50.97           49.77           51.27           51.29           50.03           47.70           47.25           47.64           51.18           51.09           49.91           51.02           49.85           49.76           50.63
sm_pct                     94.93           95.09           90.62           93.93           94.62           95.15           93.93           93.91           94.53           93.71           94.43           94.57           92.74           95.04           95.07           93.09           89.48           88.79           89.37           95.03           94.88           93.15           94.74           92.84           92.78           94.16
shared_pct                 94.59           94.74           89.32           93.32           94.12           94.74           93.34           93.15           93.99           92.89           93.82           94.11           91.88           94.66           94.68           92.36           88.06           87.23           87.95           94.49           94.32           92.14           94.19           92.02           91.86           93.46
lsu_pct                     3.41            3.42            3.22            3.37            3.40            3.42            3.37            3.36            3.39            3.35            3.39            3.40            3.32            3.42            3.42            3.33            3.18            3.15            3.17            3.41            3.41            3.33            3.40            3.32            3.32            3.37
miorq_rd_pct                6.00            6.01            5.65            5.86            5.90            5.93            5.84            5.85            5.89            5.84            5.89            5.89            5.77            5.93            5.93            5.99            5.55            5.50            5.55            5.91            5.90            5.93            5.89            5.78            5.75            6.06
miorq_wr_pct                6.00            6.01            5.64            5.86            5.89            5.93            5.84            5.87            5.89            5.84            5.89            5.89            5.77            5.93            5.93            5.98            5.55            5.50            5.54            5.91            5.90            5.93            5.89            5.77            5.75            6.05
warps_act                   7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00
cyc_act                    1.84M           1.84M           1.92M           1.87M           1.85M           1.84M           1.86M           1.88M           1.85M           1.88M           1.85M           1.85M           1.88M           1.84M           1.84M           1.88M           1.94M           1.93M           1.93M           1.85M           1.85M           1.89M           1.85M           1.89M           1.88M           1.88M
inst_exec                109.78M         109.78M         101.94M         106.14M         106.11M         106.08M         105.47M         106.16M         106.12M         106.18M         106.10M         106.09M         106.16M         107.51M         106.09M         116.20M         103.00M         102.94M         102.97M         103.84M         105.10M         115.13M         104.13M         102.67M         103.27M         116.19M
warps_elig                  0.11            0.11            0.09            0.10            0.10            0.10            0.10            0.10            0.10            0.10            0.10            0.10            0.10            0.10            0.10            0.11            0.09            0.09            0.09            0.10            0.10            0.11            0.10            0.10            0.10            0.11
regs                      117.00          117.00          126.00          117.00          117.00          117.00          117.00          117.00          117.00          117.00          117.00          117.00          117.00          117.00          117.00          117.00          148.00          150.00          148.00          117.00          117.00          118.00          117.00          117.00          117.00          117.00
occ                          n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
smem_wf                   49.08M          49.27M          46.67M          48.77M          49.32M          49.39M          48.50M          48.57M          48.95M          48.17M          48.76M          49.45M          48.48M          49.34M          49.27M          48.09M          46.68M          46.52M          46.77M          50.01M          50.07M          47.76M          50.06M          47.85M          48.21M          48.36M
smem_ld_wf                25.95M          25.97M          26.07M          27.30M          27.60M          27.93M          26.92M          26.86M          27.63M          26.68M          27.05M          27.52M          26.88M          27.84M          28.14M          25.47M          25.93M          25.92M          25.73M          28.98M          28.54M          26.66M          29.02M          27.04M          27.05M          25.69M
smem_st_wf                21.64M          21.70M          19.09M          19.94M          20.30M          20.08M          20.53M          20.05M          19.82M          19.78M          20.21M          20.53M          19.94M          20.07M          19.72M          21.60M          19.39M          19.22M          19.51M          19.62M          20.03M          19.71M          19.60M          19.97M          19.42M          21.63M
gbl_ld_wf                    n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a

=== FULL METRICS: fc2 pk=p mode=gemm ===
metric                 checkered             ck2         default            dg10            dg12            dg16             dg2            dg20            dg24             dg3            dg32             dg4             dg6         dgsnake       dgswizzle         hilbert        kstagger       kstagger2       kstagger3          ncycle           nflat           nlock          nsnake        rowmajor          zigzag          zorder
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
long_sb                    2.34M           2.34M           2.44M           2.38M           2.39M           2.38M           2.40M           2.38M           2.38M           2.38M           2.39M           2.38M           2.38M           2.35M           2.37M           2.30M           2.44M           2.43M           2.43M           2.40M           2.40M           2.34M           2.40M           2.40M           2.40M           2.30M
short_sb                   34.6K           34.6K           26.2K           30.7K           30.6K           30.5K           29.0K           30.7K           30.7K           30.6K           30.5K           30.6K           30.7K           31.9K           30.6K           44.3K           26.2K           26.1K           26.1K           27.7K           26.7K           46.4K           26.8K           28.4K           27.3K           44.3K
wait                      354.2K          354.2K          338.3K          349.1K          349.2K          349.2K          347.3K          349.1K          349.2K          349.2K          349.2K          349.2K          349.2K          356.2K          349.2K          407.3K          338.5K          338.4K          338.4K          339.0K          339.5K          378.7K          338.8K          336.5K          339.0K          407.5K
barrier                   261.2K          261.3K          282.1K          278.1K          278.7K          277.8K          279.4K          278.3K          278.1K          277.9K          278.6K          277.8K          278.3K          276.3K          277.5K          261.0K          282.5K          282.3K          281.9K          278.7K          277.9K          259.0K          279.0K          278.8K          278.9K          260.8K
sleeping                   20.0K           20.0K           22.0K           20.5K           20.4K           20.5K           20.6K           20.4K           20.0K           20.4K           20.7K           20.3K           20.4K           18.8K           19.7K           17.6K           22.4K           22.1K           22.0K           21.5K           21.4K           17.9K           21.4K           20.6K           20.5K           17.7K
not_selected                4.1K            4.1K            4.3K            4.2K            4.2K            4.2K            4.2K            4.2K            4.2K            4.2K            4.2K            4.2K            4.2K            3.8K            4.1K            5.6K            4.2K            4.4K            4.3K            5.0K            4.8K            5.1K            5.2K            4.6K            4.9K            5.6K
mio_thr                    18.91           19.04           17.63           17.71           17.58           17.58           17.62           17.55           17.55           17.63           17.64           17.63           17.64           17.66           17.62           17.62           17.63           17.60           17.60           17.67           17.67           22.76           17.60           17.62           17.66           17.67
math_thr                    2.7K            2.7K            2.5K            2.3K            2.3K            2.4K            2.4K            2.3K            2.3K            2.3K            2.3K            2.3K            2.3K            2.0K            2.3K            3.1K            2.5K            2.5K            2.5K            2.8K            2.9K            3.2K            3.0K            2.5K            2.5K            3.1K
dram_rd_B                  3.26G           3.34G           4.63G           3.36G           3.58G           3.33G           3.44G           3.50G           3.46G           3.52G           3.55G           3.25G           3.54G           3.05G           3.06G           3.52G           4.75G           4.68G           4.91G           3.38G           3.38G           4.39G           3.39G           3.45G           3.52G           3.67G
dram_wr_B                  1.41G           1.41G           1.42G           1.41G           1.41G           1.41G           1.41G           1.41G           1.41G           1.42G           1.41G           1.41G           1.42G           1.41G           1.41G           1.41G           1.43G           1.43G           1.43G           1.41G           1.41G           1.42G           1.41G           1.41G           1.42G           1.42G
dram_rd_sec              101.72M         104.38M         144.59M         105.00M         112.03M         103.99M         107.51M         109.38M         108.27M         110.15M         111.07M         101.69M         110.73M          95.20M          95.50M         110.06M         148.59M         146.32M         153.54M         105.51M         105.48M         137.18M         105.80M         107.77M         109.85M         114.56M
dram_wr_sec               44.01M          44.02M          44.51M          44.19M          44.18M          44.05M          44.19M          44.20M          44.12M          44.22M          44.14M          44.08M          44.23M          43.92M          43.91M          44.20M          44.54M          44.54M          44.54M          43.97M          43.96M          44.38M          43.95M          44.18M          44.22M          44.24M
dram_pct                   34.51           35.01           42.55           34.80           36.59           34.73           35.50           35.83           35.66           36.09           36.78           34.32           36.11           33.00           32.87           35.87           43.51           43.05           44.57           35.17           35.10           42.32           35.16           35.66           36.06           37.09
lts_pct                    64.03           63.79           66.37           68.42           68.49           64.74           69.45           69.52           66.36           68.64           69.04           67.59           69.55           64.12           63.61           68.29           67.00           67.00           66.96           69.13           70.00           68.94           68.75           69.19           69.04           68.62
lts_sec                  617.89M         621.20M         691.58M         674.08M         671.90M         634.11M         677.72M         684.91M         651.99M         683.28M         673.52M         659.03M         683.63M         618.53M         617.89M         681.23M         696.13M         696.66M         698.94M         643.11M         652.97M         689.81M         644.05M         680.38M         680.93M         678.51M
lts_rd_sec               549.90M         553.20M         623.53M         606.02M         603.84M         566.11M         609.68M         616.90M         583.92M         615.30M         605.42M         590.98M         615.64M         550.55M         549.90M         613.20M         628.10M         628.61M         630.90M         574.93M         584.78M         621.70M         575.86M         612.37M         612.88M         610.50M
lts_wr_sec                67.50M          67.51M          67.51M          67.50M          67.51M          67.51M          67.51M          67.50M          67.50M          67.51M          67.54M          67.50M          67.50M          67.51M          67.51M          67.51M          67.50M          67.51M          67.50M          67.50M          67.51M          67.51M          67.51M          67.50M          67.51M          67.50M
lts_hit                    61.46           60.56           55.01           61.79           60.46           60.85           61.85           61.29           60.61           60.06           60.21           62.00           61.32           62.09           62.56           60.15           54.34           54.22           53.32           64.79           64.88           56.15           64.11           61.04           60.96           59.90
l1tex_pct                  46.66           46.65           44.05           45.83           45.93           46.13           46.03           45.87           45.84           46.18           46.17           46.55           45.82           46.95           46.29           45.73           44.29           44.22           44.08           46.23           46.36           45.68           46.21           46.26           46.34           45.89
sm_pct                     94.14           94.11           89.00           92.49           92.69           93.06           92.92           92.54           92.47           93.17           93.18           93.90           92.46           94.59           93.32           92.48           89.50           89.35           89.07           93.26           93.53           92.39           93.23           93.37           93.53           92.79
shared_pct                 93.32           93.30           88.10           91.66           91.86           92.27           92.06           91.74           91.67           92.36           92.34           93.09           91.63           93.90           92.58           91.46           88.57           88.44           88.16           92.45           92.73           91.36           92.42           92.52           92.69           91.78
lsu_pct                     1.42            1.42            1.34            1.40            1.40            1.41            1.40            1.40            1.40            1.41            1.41            1.42            1.40            1.43            1.41            1.39            1.35            1.35            1.34            1.41            1.41            1.39            1.41            1.41            1.41            1.40
miorq_rd_pct                5.49            5.49            5.14            5.35            5.37            5.38            5.37            5.35            5.35            5.39            5.39            5.43            5.35            5.48            5.40            5.47            5.15            5.14            5.13            5.38            5.40            5.43            5.38            5.39            5.40            5.49
miorq_wr_pct                5.49            5.49            5.14            5.35            5.37            5.39            5.36            5.35            5.35            5.39            5.39            5.43            5.35            5.48            5.40            5.47            5.16            5.14            5.13            5.38            5.40            5.43            5.38            5.39            5.40            5.49
warps_act                   7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00
cyc_act                    1.87M           1.87M           1.90M           1.88M           1.89M           1.88M           1.89M           1.88M           1.88M           1.88M           1.89M           1.88M           1.88M           1.87M           1.88M           1.89M           1.91M           1.90M           1.90M           1.89M           1.89M           1.89M           1.89M           1.88M           1.88M           1.90M
inst_exec                 77.42M          77.43M          70.75M          74.37M          74.38M          74.34M          73.73M          74.37M          74.38M          74.37M          74.35M          74.35M          74.38M          75.50M          74.35M          83.52M          71.78M          71.73M          71.77M          72.39M          73.44M          82.87M          72.63M          71.29M          71.83M          83.54M
warps_elig                  0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.07            0.08            0.07            0.07            0.07            0.07            0.07            0.08            0.07            0.07            0.07            0.08
regs                      158.00          158.00          163.00          161.00          161.00          161.00          161.00          161.00          161.00          161.00          161.00          161.00          161.00          158.00          161.00          158.00          187.00          186.00          187.00          160.00          159.00          159.00          158.00          158.00          158.00          158.00
occ                          n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
smem_wf                   19.09M          19.06M          17.92M          17.27M          17.35M          16.97M          17.32M          17.38M          17.09M          17.31M          17.36M          17.16M          17.38M          17.68M          16.86M          17.21M          18.17M          18.22M          18.27M          16.03M          16.07M          19.43M          16.12M          17.10M          17.09M          17.20M
smem_ld_wf                  2.0K            2.0K            2.1K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.0K            2.1K            2.0K            2.1K            2.0K            2.1K            2.0K            2.0K            2.0K            2.0K
smem_st_wf                17.85M          17.85M          16.70M          16.10M          16.15M          15.80M          16.19M          16.17M          15.89M          16.15M          16.16M          15.93M          16.23M          16.49M          15.65M          16.04M          17.03M          17.00M          17.06M          14.83M          14.84M          18.21M          14.94M          15.85M          15.86M          15.97M
gbl_ld_wf                    n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a

=== FULL METRICS: fc2 pk=p mode=strip ===
metric                 checkered             ck2         default            dg10            dg12            dg16             dg2            dg20            dg24             dg3            dg32             dg4             dg6         dgsnake       dgswizzle         hilbert        kstagger       kstagger2       kstagger3          ncycle           nflat           nlock          nsnake        rowmajor          zigzag          zorder
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
long_sb                    2.44M           2.44M           2.51M           2.45M           2.45M           2.45M           2.50M           2.45M           2.45M           2.45M           2.45M           2.45M           2.45M           2.45M           2.45M           2.43M           2.51M           2.51M           2.51M           2.49M           2.48M           2.44M           2.49M           2.51M           2.50M           2.43M
short_sb                   12.7K           12.7K          890.15           14.0K           14.1K           13.5K            1.1K           14.0K           14.0K           13.8K           13.5K           13.5K           14.1K           14.0K           13.5K            7.3K          806.20          936.37          847.09            1.7K            1.4K           13.8K            2.0K          943.65          865.61            7.3K
wait                      299.3K          299.3K          269.6K          291.1K          291.1K          291.4K          277.0K          291.1K          291.1K          291.1K          291.4K          291.4K          291.1K          294.3K          291.3K          313.5K          269.9K          269.7K          269.9K          278.1K          282.3K          296.8K          278.8K          270.2K          276.3K          313.6K
barrier                   219.6K          219.6K          224.1K          220.3K          220.3K          220.3K          223.5K          220.3K          220.3K          220.3K          220.3K          220.3K          220.3K          220.1K          220.3K          218.6K          224.3K          224.2K          224.3K          223.3K          222.7K          219.7K          223.2K          224.1K          223.5K          218.6K
sleeping                    9.6K            9.6K           12.0K            9.6K            9.3K            9.8K           10.3K            9.7K            9.5K           10.0K            9.5K            9.5K            9.6K            9.7K           10.0K            8.7K           12.0K           12.0K           12.1K            9.2K            9.3K            9.7K            9.3K           11.6K           11.6K            9.1K
not_selected                2.1K            2.1K          562.40            1.5K            1.5K            1.5K          890.44            1.5K            1.5K            1.5K            1.5K            1.5K            1.5K            1.8K            1.5K            1.5K          664.20          613.48          669.79            1.2K            1.5K            1.6K            1.1K          618.23          819.22            1.5K
mio_thr                   260.64          258.79           17.71           40.96           41.00           98.48           17.63           41.84           41.71           41.87           99.21           95.83           41.73           67.41           96.90           17.60           17.66           17.59           17.62           17.64           17.65           17.59           17.66           17.63           17.66           17.63
math_thr                    1.0K            1.0K          226.94          593.42          591.33          568.26          377.16          595.23          591.80          595.23          569.06          569.14          592.45          675.57          569.42          608.46          382.38          361.66          387.82          755.06          995.95          663.72          649.13          225.03          346.70          614.12
dram_rd_B                  3.97G           3.93G           5.73G           4.48G           4.11G           4.06G           4.11G           4.71G           4.23G           4.95G           4.36G           4.08G           4.72G           3.85G           3.87G           4.64G           5.82G           5.72G           5.76G           2.99G           2.98G           5.25G           2.97G           5.09G           5.19G           4.63G
dram_wr_B                  8.29M           8.12M          13.39M          11.47M          10.20M           9.18M          10.44M          12.19M           9.81M          12.37M          11.02M          10.00M          11.79M           8.44M           8.10M          11.62M          13.06M          13.02M          13.02M           7.46M           7.66M          12.22M           7.45M          12.02M          12.42M          11.40M
dram_rd_sec              124.06M         122.87M         178.96M         139.98M         128.45M         126.74M         128.29M         147.08M         132.06M         154.67M         136.15M         127.37M         147.42M         120.44M         120.93M         145.00M         181.86M         178.61M         180.00M          93.44M          93.27M         164.07M          92.88M         159.19M         162.18M         144.80M
dram_wr_sec               259.0K          253.6K          418.4K          358.4K          318.8K          286.9K          326.3K          380.9K          306.5K          386.5K          344.4K          312.4K          368.4K          263.7K          253.3K          363.0K          408.0K          406.8K          406.9K          233.0K          239.4K          381.8K          232.8K          375.6K          388.0K          356.3K
dram_pct                   30.34           30.08           42.59           34.30           31.49           31.05           31.50           36.08           32.40           37.90           33.38           31.20           36.09           29.51           29.67           35.55           43.12           42.41           42.66           22.89           22.86           40.25           22.76           39.06           39.78           35.52
lts_pct                    55.38           56.27           61.52           64.05           63.63           59.29           66.50           66.48           62.36           63.96           61.01           64.06           62.25           56.44           57.63           68.32           68.42           66.71           67.89           63.39           67.51           65.59           64.55           61.72           63.28           68.15
lts_sec                  502.52M         491.15M         577.09M         557.70M         544.91M         527.95M         556.63M         573.98M         535.47M         578.97M         569.36M         536.44M         560.43M         472.82M         493.38M         596.93M         628.01M         621.73M         621.12M         518.87M         543.40M         582.68M         503.26M         559.00M         557.91M         595.70M
lts_rd_sec               501.54M         490.17M         576.04M         556.67M         543.86M         526.94M         555.59M         572.93M         534.43M         577.98M         568.34M         535.38M         559.44M         471.83M         492.40M         595.96M         626.96M         620.71M         620.08M         517.75M         542.29M         581.62M         502.13M         558.05M         556.95M         594.70M
lts_wr_sec                661.4K          664.4K          677.3K          671.7K          663.7K          671.3K          674.0K          667.5K          674.2K          665.1K          659.7K          672.1K          671.4K          669.5K          668.0K          674.8K          670.0K          658.3K          669.9K          669.7K          662.4K          673.7K          675.3K          666.0K          668.6K          668.0K
lts_hit                    59.33           59.86           50.28           59.45           62.30           53.88           58.96           58.66           59.38           53.74           56.56           59.15           58.42           66.16           58.34           55.72           52.48           52.34           52.10           71.61           74.88           53.70           75.83           50.93           55.47           58.75
l1tex_pct                  48.25           48.15           46.62           48.11           48.25           48.18           48.20           48.17           48.28           48.20           48.31           48.22           48.20           48.26           48.29           48.13           46.61           46.63           46.67           48.16           48.14           48.19           48.19           48.22           48.19           48.13
sm_pct                     96.51           96.31           93.24           96.24           96.50           96.37           96.41           96.35           96.57           96.40           96.62           96.45           96.40           96.53           96.59           96.28           93.23           93.28           93.36           96.33           96.29           96.39           96.40           96.44           96.40           96.27
shared_pct                 96.50           96.30           93.23           96.23           96.50           96.37           96.40           96.34           96.57           96.39           96.61           96.45           96.39           96.52           96.58           96.26           93.22           93.27           93.35           96.32           96.28           96.37           96.39           96.43           96.39           96.25
lsu_pct                     0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09            0.09
miorq_rd_pct                1.66            1.66            1.55            1.66            1.67            1.67            1.59            1.67            1.67            1.67            1.67            1.67            1.67            1.66            1.67            1.69            1.53            1.53            1.54            1.59            1.58            1.65            1.59            1.60            1.59            1.69
miorq_wr_pct                1.66            1.65            1.55            1.67            1.67            1.67            1.59            1.67            1.67            1.67            1.67            1.67            1.67            1.67            1.67            1.69            1.53            1.53            1.54            1.59            1.58            1.65            1.59            1.60            1.59            1.69
warps_act                   7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00            7.00
cyc_act                    1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M           1.81M
inst_exec                 54.17M          54.17M          44.41M          51.60M          51.60M          51.43M          46.55M          51.59M          51.59M          51.58M          51.43M          51.43M          51.59M          51.94M          51.42M          52.36M          45.45M          45.39M          45.44M          48.49M          51.10M          52.47M          48.64M          44.45M          46.53M          52.36M
warps_elig                  0.05            0.05            0.04            0.05            0.05            0.05            0.04            0.05            0.05            0.05            0.05            0.05            0.05            0.05            0.05            0.05            0.04            0.04            0.04            0.05            0.05            0.05            0.05            0.04            0.04            0.05
