
=== WALL TIME ===
label                                             ms    tflops  valid  regs  bars
dram_rd_sec               34.36M          49.49M          35.26M          34.12M          33.80M          35.02M          50.55M          50.12M          49.41M          72.22M          35.48M          34.17M          36.51M          36.97M          40.66M          37.61M          34.60M          37.16M          40.14M          34.04M          70.69M          22.94M          22.45M          79.57M          23.08M          35.60M          35.42M          34.24M
dram_wr_sec              176.53M         176.52M         176.54M         176.53M         176.52M         176.54M         176.50M         176.52M         176.52M         176.54M         176.54M         176.53M         176.56M         176.56M         176.60M         176.57M         176.52M         176.55M         176.58M         176.55M         176.53M         176.41M         176.42M         176.58M         176.43M         176.55M         176.55M         176.55M
dram_pct                   23.20           26.45           23.34           23.25           23.36           23.27           26.60           26.53           26.52           30.17           25.87           25.73           26.09           26.01           26.54           26.09           25.79           26.17           26.41           23.43           30.67           24.90           24.73           28.79           24.95           26.43           26.47           23.60
lts_pct                    36.97           39.88           37.35           37.16           37.68           37.03           39.82           40.01           40.09           41.29           41.11           41.14           41.64           40.93           41.16           41.12           41.16           41.20           41.31           38.03           42.28           41.63           42.25           38.66           40.04           41.87           41.94           38.34
lts_sec                  809.73M         840.92M         810.50M         810.66M         815.85M         815.04M         840.47M         844.63M         845.06M         848.52M         818.15M         813.26M         831.91M         824.70M         823.75M         823.25M         817.80M         817.15M         826.30M         829.43M         855.23M         775.29M         808.33M         861.87M         732.86M         813.15M         813.81M         831.81M
lts_rd_sec               539.66M         570.78M         540.45M         540.59M         545.77M         544.99M         570.32M         574.52M         574.95M         578.34M         548.10M         543.16M         561.82M         554.58M         553.62M         553.12M         547.75M         547.09M         556.24M         559.35M         585.05M         505.01M         538.00M         591.75M         462.58M         543.10M         543.72M         561.73M
lts_wr_sec               269.55M         269.53M         269.53M         269.53M         269.55M         269.52M         269.54M         269.51M         269.51M         269.52M         269.50M         269.54M         269.52M         269.54M         269.55M         269.55M         269.50M         269.51M         269.51M         269.54M         269.52M         269.53M         269.54M         269.52M         269.50M         269.50M         269.54M         269.52M
lts_hit                    57.95           56.46           59.17           58.19           59.04           57.85           55.96           56.58           56.58           53.74           58.93           59.10           58.93           57.52           57.64           58.20           58.85           58.13           58.25           59.33           53.54           61.69           62.71           52.76           58.34           58.47           58.42           59.31
l1tex_pct                  39.26           41.82           39.34           39.39           39.61           39.26           41.80           41.85           41.99           43.50           43.74           43.58           43.72           43.64           43.72           43.67           43.65           43.78           43.54           39.67           44.46           44.66           44.52           40.16           44.69           44.63           44.71           39.88
sm_pct                     42.85           45.61           42.94           42.99           43.24           42.86           45.58           45.64           45.79           47.41           47.68           47.52           47.67           47.58           47.66           47.60           47.58           47.73           47.48           43.31           48.43           48.75           48.59           43.91           48.79           48.68           48.75           43.54
shared_pct                 42.00           44.70           42.10           42.14           42.39           42.01           44.68           44.74           44.88           46.47           46.74           46.58           46.73           46.64           46.72           46.67           46.65           46.79           46.54           42.46           47.48           47.80           47.63           42.91           47.83           47.72           47.79           42.68
lsu_pct                     4.30            4.57            4.31            4.31            4.34            4.30            4.57            4.58            4.59            4.75            4.78            4.77            4.78            4.77            4.78            4.77            4.77            4.79            4.76            4.34            4.86            4.89            4.87            4.39            4.89            4.88            4.89            4.37
miorq_rd_pct                8.50            8.72            8.52            8.51            8.54            8.51            8.71            8.72            8.75            8.88            8.99            8.96            8.99            8.96            8.98            8.97            8.97            8.99            8.95            8.46            9.04            9.17            9.12            8.46            9.17            9.13            9.14            8.50
miorq_wr_pct                8.50            8.72            8.52            8.51            8.54            8.51            8.71            8.72            8.75            8.88            8.99            8.96            8.99            8.96            8.98            8.97            8.97            8.99            8.95            8.46            9.04            9.17            9.13            8.46            9.16            9.13            9.14            8.50
warps_act                   6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00
cyc_act                    4.21M           3.92M           4.20M           4.19M           4.17M           4.20M           3.92M           3.92M           3.91M           3.68M           3.76M           3.76M           3.75M           3.74M           3.74M           3.75M           3.76M           3.74M           3.75M           4.15M           3.63M           3.67M           3.68M           4.10M           3.67M           3.67M           3.67M           4.13M
inst_exec                  1.04G         995.19M           1.04G           1.04G           1.04G           1.04G         995.19M         995.19M         995.19M         972.85M         986.45M         986.43M         986.02M         986.34M         986.26M         986.36M         986.44M         987.57M         986.36M           1.03G         973.59M         978.89M         982.68M           1.02G         979.81M         974.12M         976.30M           1.03G
warps_elig                  0.45            0.46            0.45            0.45            0.45            0.45            0.46            0.46            0.46            0.48            0.48            0.48            0.48            0.48            0.48            0.48            0.48            0.48            0.48            0.45            0.49            0.48            0.49            0.45            0.49            0.48            0.48            0.46
regs                      110.00          110.00          110.00          110.00          110.00          110.00          110.00          110.00          110.00          105.00          110.00          110.00          110.00          110.00          110.00          110.00          110.00          110.00          110.00          110.00          111.00          110.00          110.00          111.00          110.00          110.00          110.00          110.00
occ                          n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
smem_wf                   84.26M          86.74M          84.31M          85.09M          86.04M          84.20M          86.71M          86.76M          86.47M          78.73M          80.11M          80.06M          80.20M          80.22M          80.27M          80.00M          80.08M          80.22M          80.00M          87.33M          82.57M          79.52M          79.69M          91.44M          79.81M          79.74M          79.26M          88.59M
smem_ld_wf                27.67M          28.77M          27.74M          27.90M          28.11M          27.71M          28.78M          28.78M          28.88M          28.32M          29.53M          29.48M          29.59M          29.49M          29.47M          29.39M          29.53M          29.82M          29.41M          28.69M          27.25M          29.25M          29.22M          28.89M          29.53M          29.41M          28.93M          28.96M
smem_st_wf                51.27M          52.64M          51.16M          51.76M          52.25M          51.00M          52.65M          52.67M          52.15M          45.27M          45.23M          45.32M          45.29M          45.30M          45.40M          45.26M          45.26M          45.17M          45.28M          53.40M          50.33M          44.95M          45.09M          58.18M          45.00M          45.09M          45.02M          54.62M
gbl_ld_wf                    n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a

=== FULL METRICS: fc1 pk=p mode=gemm ===
metric                 checkered            ck11             ck2             ck3             ck4             ck5             ck6             ck7             ck8         default            dg10            dg12            dg16            dg24            dg32             dg4             dg6         dgsnake       dgswizzle         hilbert        kstagger          ncycle           nflat           nlock          nsnake        rowmajor          zigzag          zorder
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
long_sb                    1.75M           2.24M           1.75M           1.76M           1.78M           1.76M           2.25M           2.25M           2.25M           3.00M           2.46M           2.46M           2.61M           2.70M           2.64M           2.49M           2.46M           2.46M           2.49M           1.80M           2.69M           3.08M           2.71M           2.23M           3.07M           2.78M           2.77M           1.84M
short_sb                  221.2K          129.2K          221.2K          215.5K          209.8K          221.2K          129.1K          129.1K          129.1K          101.5K          117.7K          117.7K          117.9K          118.2K          117.8K          118.0K          117.7K          113.3K          118.0K          146.4K          101.5K          106.5K           98.8K          173.3K          106.1K          110.6K          105.7K          146.3K
wait                      856.3K          684.2K          856.2K          849.5K          842.8K          856.2K          683.9K          684.0K          684.0K          626.4K          678.8K          678.8K          677.3K          677.3K          677.5K          679.2K          678.8K          688.6K          679.1K          918.4K          622.7K          629.2K          639.7K          797.1K          629.1K          620.2K          630.0K          914.2K
barrier                   363.0K          422.9K          362.6K          364.3K          365.0K          364.0K          411.3K          413.6K          416.0K          493.4K          510.5K          509.1K          510.2K          513.4K          508.3K          504.9K          510.5K          503.4K          502.8K          367.2K          489.4K          501.1K          471.3K          399.3K          500.3K          477.6K          477.5K          370.4K
sleeping                   44.9K           89.9K           44.8K           44.9K           45.1K           44.8K           92.2K           92.0K           92.0K          134.3K          102.9K          103.4K          118.1K          124.8K          121.4K          103.4K          103.4K          104.2K          103.5K           45.7K          119.3K          140.8K           95.5K           76.9K          140.9K          111.0K          112.6K           48.3K
not_selected               20.3K           13.0K           20.2K           20.2K           20.2K           20.2K           13.2K           13.2K           13.1K           10.1K           12.9K           12.8K           12.2K           12.4K           12.3K           12.4K           12.9K           13.0K           12.6K           18.6K           10.8K           11.2K           12.1K           15.6K           10.0K           11.5K           11.8K           18.7K
mio_thr                   157.06           11.20          160.72          148.83          142.08          158.01           11.16           11.06           11.07           11.00           11.00           11.00           11.00           11.00           11.00           11.00           11.00           11.00           11.00           11.00           11.00           11.00           11.00           59.61           11.00           11.00           11.00           11.00
math_thr                   11.3K            6.3K           11.3K           11.3K           11.3K           11.3K            6.4K            6.4K            6.4K            5.4K            7.6K            7.6K            6.9K            6.6K            7.0K            7.6K            7.6K            8.3K            7.7K            9.8K            6.0K            4.8K            4.9K            8.2K            4.6K            4.7K            5.1K            9.8K
dram_rd_B                853.45M         715.65M         851.57M         777.51M         778.61M         848.12M         715.60M         716.24M         715.58M           1.82G         828.38M         828.44M         805.10M           1.01G           1.03G         715.81M         862.25M         848.49M         841.92M         715.58M           2.05G         826.00M         718.38M           1.56G         826.04M         715.44M         715.47M         715.41M
dram_wr_B                  5.66G           5.64G           5.66G           5.65G           5.65G           5.66G           5.64G           5.64G           5.64G           5.65G           5.65G           5.65G           5.65G           5.65G           5.65G           5.64G           5.65G           5.65G           5.65G           5.64G           5.66G           5.64G           5.65G           5.65G           5.64G           5.64G           5.64G           5.64G
dram_rd_sec               26.67M          22.36M          26.61M          24.30M          24.33M          26.50M          22.36M          22.38M          22.36M          56.77M          25.89M          25.89M          25.16M          31.41M          32.13M          22.37M          26.95M          26.52M          26.31M          22.36M          64.05M          25.81M          22.45M          48.71M          25.81M          22.36M          22.36M          22.36M
dram_wr_sec              176.78M         176.38M         176.78M         176.55M         176.56M         176.78M         176.40M         176.38M         176.39M         176.62M         176.59M         176.55M         176.43M         176.56M         176.60M         176.38M         176.65M         176.64M         176.61M         176.33M         176.93M         176.37M         176.43M         176.71M         176.38M         176.33M         176.33M         176.33M
dram_pct                   31.15           33.49           31.37           31.33           31.37           31.16           33.54           33.57           33.49           32.41           29.78           29.74           30.34           30.01           30.31           31.50           29.64           29.91           29.67           34.63           33.29           28.69           30.36           33.48           28.73           30.44           30.40           34.50
lts_pct                    50.17           54.73           50.53           51.11           51.28           50.20           54.74           54.86           54.68           44.77           49.12           48.34           47.42           45.62           46.55           51.73           48.16           48.07           47.82           57.89           46.22           41.36           51.48           48.35           41.43           48.92           48.99           57.47
lts_sec                  793.28M         775.70M         793.54M         793.41M         795.64M         794.78M         775.91M         776.50M         775.37M         790.03M         812.00M         796.11M         746.25M         745.53M         759.03M         778.11M         797.25M         784.05M         784.07M         812.35M         834.19M         656.98M         811.05M         795.97M         656.97M         755.28M         759.86M         807.78M
lts_rd_sec               523.40M         505.68M         523.60M         523.45M         525.72M         524.81M         505.90M         506.53M         505.38M         520.02M         542.06M         526.18M         476.07M         475.55M         488.98M         508.13M         527.32M         514.08M         514.13M         542.45M         564.25M         383.66M         540.85M         525.86M         383.63M         485.39M         489.97M         537.89M
lts_wr_sec               269.44M         269.45M         269.46M         269.46M         269.44M         269.47M         269.46M         269.44M         269.44M         269.43M         269.43M         269.43M         269.49M         269.43M         269.46M         269.45M         269.47M         269.48M         269.43M         269.45M         269.44M         269.44M         269.42M         269.47M         269.46M         269.46M         269.46M         269.44M
lts_hit                    59.92           59.79           59.85           60.24           60.49           59.78           59.56           59.74           59.65           53.65           61.22           59.44           56.72           56.59           57.60           60.17           60.47           58.93           59.11           61.51           54.49           52.53           62.82           54.86           52.58           58.51           58.58           61.26
l1tex_pct                  55.46           60.60           55.79           62.93           62.95           54.93           60.75           60.77           60.76           49.98           52.39           52.65           54.61           51.79           51.80           52.17           52.28           57.13           52.42           62.72           49.43           51.17           54.60           53.34           51.25           54.92           55.05           62.54
sm_pct                     61.08           69.03           61.42           69.32           69.43           60.50           68.95           69.00           69.03           57.11           60.53           60.79           62.43           59.22           59.22           60.05           60.38           66.09           60.41           69.22           55.87           58.61           63.35           59.69           58.64           63.10           63.28           69.09
shared_pct                 59.30           64.76           59.65           67.29           67.33           58.73           64.93           64.94           64.93           53.15           56.02           56.31           58.24           55.19           55.24           55.74           55.90           61.08           56.04           67.09           52.75           54.43           58.46           56.91           54.52           58.56           58.69           66.88
lsu_pct                     3.57            3.90            3.59            4.05            4.06            3.54            3.91            3.91            3.91            3.20            3.38            3.39            3.51            3.33            3.33            3.36            3.37            3.68            3.38            4.04            3.18            3.28            3.52            3.43            3.28            3.53            3.54            4.03
miorq_rd_pct               11.78           12.44           11.85           13.33           13.30           11.67           12.46           12.46           12.47           10.13           10.66           10.72           11.08           10.51           10.51           10.62           10.64           11.63           10.68           13.10            9.96           10.39           11.20           11.07           10.41           11.17           11.18           13.07
miorq_wr_pct               11.78           12.44           11.85           13.33           13.30           11.67           12.46           12.46           12.47           10.13           10.66           10.71           11.09           10.51           10.50           10.62           10.64           11.63           10.68           13.10            9.96           10.39           11.20           11.07           10.41           11.17           11.19           13.07
warps_act                   6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00
cyc_act                    2.68M           2.76M           2.66M           2.67M           2.65M           2.67M           2.76M           2.76M           2.77M           3.23M           2.94M           2.95M           3.02M           3.06M           3.07M           2.97M           2.94M           2.94M           2.95M           2.68M           3.02M           3.31M           3.03M           2.91M           3.30M           3.08M           3.08M           2.69M
inst_exec                232.11M         184.79M         232.10M         230.10M         228.11M         232.10M         184.75M         184.75M         184.76M         161.53M         176.25M         176.24M         175.80M         176.18M         176.07M         176.21M         176.24M         177.39M         176.20M         217.44M         162.07M         168.54M         172.50M         210.27M         169.50M         163.82M         165.97M         217.62M
warps_elig                  0.15            0.12            0.16            0.15            0.15            0.15            0.12            0.12            0.12            0.09            0.11            0.11            0.10            0.10            0.10            0.11            0.11            0.11            0.11            0.14            0.09            0.09            0.10            0.13            0.09            0.09            0.10            0.14
regs                      148.00          148.00          148.00          148.00          148.00          148.00          148.00          148.00          148.00          152.00          148.00          148.00          148.00          148.00          148.00          148.00          148.00          148.00          148.00          148.00          158.00          150.00          150.00          149.00          148.00          148.00          148.00          148.00
occ                          n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
smem_wf                   66.55M          59.36M          66.45M          66.31M          66.63M          66.50M          59.01M          59.03M          59.10M          49.89M          49.68M          49.68M          49.66M          49.67M          49.68M          49.72M          49.67M          49.70M          49.71M          65.64M          49.74M          49.82M          49.94M          60.28M          49.85M          49.85M          49.81M          65.21M
smem_ld_wf                  1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K
smem_st_wf                61.98M          54.63M          61.88M          61.70M          61.88M          61.85M          54.41M          54.57M          54.51M          45.24M          45.05M          45.04M          45.07M          45.08M          45.08M          45.07M          45.04M          45.07M          45.06M          61.00M          45.11M          45.23M          45.35M          55.11M          45.24M          45.24M          45.22M          60.69M
gbl_ld_wf                    n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_B                     n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a

=== FULL METRICS: fc1 pk=p mode=strip ===
metric                 checkered            ck11             ck2             ck3             ck4             ck5             ck6             ck7             ck8         default            dg10            dg12            dg16            dg24            dg32             dg4             dg6         dgsnake       dgswizzle         hilbert        kstagger          ncycle           nflat           nlock          nsnake        rowmajor          zigzag          zorder
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
long_sb                    2.54M           2.65M           2.53M           2.54M           2.55M           2.54M           2.65M           2.65M           2.65M           2.80M           2.62M           2.64M           2.64M           2.63M           2.62M           2.65M           2.63M           2.65M           2.66M           2.51M           2.79M           2.68M           2.66M           2.63M           2.68M           2.77M           2.75M           2.53M
short_sb                   67.2K           37.3K           67.2K           64.2K           61.2K           67.2K           37.3K           37.3K           37.3K          526.49           43.7K           43.7K           37.0K           43.6K           43.6K           43.8K           43.7K           43.7K           43.7K           22.2K          970.17          464.30          467.86           43.7K          621.54          448.58          463.36           22.2K
wait                      504.0K          439.4K          504.0K          499.6K          495.2K          504.0K          439.4K          439.3K          439.3K          346.9K          423.6K          423.6K          418.0K          417.0K          416.1K          424.6K          423.6K          430.9K          424.6K          547.6K          343.7K          367.9K          394.2K          449.0K          371.6K          349.4K          371.0K          545.0K
barrier                   276.9K          287.9K          276.7K          277.1K          278.0K          277.0K          287.9K          287.4K          287.8K          302.3K          285.0K          286.4K          286.9K          286.2K          284.6K          287.9K          285.5K          287.9K          288.3K          274.7K          301.3K          290.8K          288.1K          286.5K          290.7K          300.0K          297.8K          277.0K
sleeping                   51.0K           66.4K           50.9K           51.8K           53.0K           51.0K           66.5K           66.4K           66.7K           86.6K           56.8K           58.3K           60.5K           58.5K           57.6K           59.8K           57.3K           67.5K           60.5K           47.2K           86.0K           73.9K           68.5K           65.9K           73.5K           84.4K           80.4K           51.1K
not_selected                4.2K            2.2K            4.2K            4.1K            4.0K            4.2K            2.2K            2.2K            2.2K            1.4K            2.3K            2.3K            2.0K            2.2K            1.9K            2.1K            2.3K            1.7K            2.1K            3.5K            1.4K            1.4K            2.8K            3.5K            1.7K            1.2K            1.4K            3.3K
mio_thr                    34.61           18.09           35.77           37.44           37.82           36.06           18.40           18.34           18.18           11.00           20.52           19.65           27.68           11.00           11.00           20.53           19.96           16.74           20.17           11.00           11.00           11.00           11.00           11.00           11.00           11.00            9.87           11.00
math_thr                    1.5K          691.30            1.5K            1.5K            1.4K            1.5K          692.40          684.17          690.19          188.47          533.02          549.11          897.55          745.10          900.07          553.61          552.62          678.86          549.22          981.01          260.04          348.82          648.05            1.3K          326.61          251.49          253.11            1.0K
dram_rd_B                716.51M         715.38M         715.44M         715.32M         715.74M         715.44M         715.35M         715.35M         716.05M         898.68M         715.32M         715.28M         715.32M         716.23M         715.40M         715.37M         715.35M         716.14M         715.38M         715.36M         823.70M         715.28M         715.48M         891.99M         715.35M         715.31M         716.42M         715.57M
dram_wr_B                  3.55M           3.33M           3.45M           3.70M           3.53M           3.44M           3.45M           3.46M           3.89M           3.27M           3.26M           3.44M           3.21M           3.60M           3.27M           3.42M           3.44M           3.89M           3.27M           3.83M           3.51M           3.50M           3.83M           3.25M           3.23M           3.49M           3.48M           3.31M
dram_rd_sec               22.39M          22.36M          22.36M          22.35M          22.37M          22.36M          22.35M          22.35M          22.38M          28.08M          22.35M          22.35M          22.35M          22.38M          22.36M          22.36M          22.35M          22.38M          22.36M          22.35M          25.74M          22.35M          22.36M          27.87M          22.35M          22.35M          22.39M          22.36M
dram_wr_sec               111.1K          104.0K          107.7K          115.7K          110.4K          107.4K          107.7K          108.0K          121.6K          102.1K          101.8K          107.3K          100.4K          112.3K          102.1K          107.0K          107.4K          121.5K          102.2K          119.7K          109.7K          109.2K          119.8K          101.5K          100.9K          109.1K          108.6K          103.4K
dram_pct                    4.12            4.14            4.11            4.12            4.13            4.12            4.13            4.13            4.14            5.19            4.19            4.18            4.18            4.19            4.19            4.16            4.19            4.16            4.15            4.17            4.77            4.21            4.19            4.86            4.20            4.22            4.22            4.15
lts_pct                    49.37           49.53           49.55           49.49           49.73           49.30           49.50           49.64           49.41           51.81           54.63           51.80           50.87           51.81           53.67           50.61           53.43           49.73           49.66           54.58           54.64           54.83           55.99           48.50           54.69           51.74           51.68           53.15
lts_sec                  505.23M         504.98M         505.76M         504.56M         503.57M         502.77M         503.08M         503.19M         499.88M         526.64M         543.40M         517.74M         508.56M         518.56M         534.47M         510.46M         532.74M         504.23M         499.88M         546.61M         554.36M         529.60M         546.14M         528.33M         525.95M         511.49M         515.50M         530.75M
lts_rd_sec               503.02M         502.73M         503.56M         502.34M         501.37M         500.55M         500.88M         500.99M         497.65M         524.41M         541.19M         515.51M         506.35M         516.36M         532.25M         508.27M         530.50M         501.98M         497.65M         544.39M         552.16M         527.39M         543.95M         526.11M         523.79M         509.24M         513.31M         528.53M
lts_wr_sec                 2.11M           2.15M           2.11M           2.12M           2.10M           2.12M           2.10M           2.10M           2.13M           2.13M           2.10M           2.13M           2.10M           2.11M           2.12M           2.09M           2.14M           2.13M           2.13M           2.11M           2.10M           2.14M           2.12M           2.12M           2.10M           2.14M           2.09M           2.12M
lts_hit                    90.76           90.81           90.92           90.84           91.30           91.33           91.33           90.78           92.01           89.37           91.52           91.47           91.37           91.13           91.61           91.18           91.88           90.68           91.60           91.88           90.70           93.31           93.59           89.14           93.72           91.37           90.75           91.26
l1tex_pct                  35.30           35.46           35.26           35.34           35.34           35.25           35.43           35.45           35.41           35.42           35.96           35.81           35.85           35.80           35.91           35.63           35.89           35.52           35.57           35.59           35.49           36.16           35.99           33.44           36.16           36.22           36.21           35.51
sm_pct                     72.02           72.35           71.95           72.12           72.12           71.93           72.29           72.34           72.25           72.28           73.36           73.07           73.15           73.05           73.27           72.70           73.22           72.48           72.59           72.62           72.42           73.77           73.42           68.24           73.77           73.91           73.89           72.45
shared_pct                 70.59           70.91           70.51           70.68           70.69           70.49           70.86           70.90           70.81           70.84           71.91           71.62           71.70           71.61           71.83           71.26           71.78           71.04           71.15           71.19           70.98           72.32           71.98           66.88           72.32           72.44           72.42           71.01
lsu_pct                     0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.21            0.20            0.21            0.21            0.21            0.21
miorq_rd_pct                1.86            1.65            1.86            1.84            1.81            1.86            1.65            1.65            1.65            1.43            1.73            1.73            1.72            1.72            1.73            1.72            1.73            1.65            1.71            1.73            1.41            1.45            1.44            1.54            1.45            1.46            1.45            1.72
miorq_wr_pct                1.86            1.65            1.86            1.84            1.81            1.85            1.65            1.65            1.65            1.43            1.73            1.73            1.72            1.72            1.73            1.72            1.73            1.65            1.71            1.73            1.41            1.45            1.44            1.54            1.45            1.46            1.45            1.72
warps_act                   6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00            6.00
cyc_act                    2.54M           2.53M           2.54M           2.54M           2.53M           2.54M           2.53M           2.53M           2.53M           2.50M           2.49M           2.51M           2.50M           2.49M           2.48M           2.51M           2.49M           2.52M           2.52M           2.51M           2.50M           2.44M           2.44M           2.53M           2.44M           2.49M           2.49M           2.53M
inst_exec                 99.75M          88.02M          99.75M          98.58M          97.41M          99.74M          88.02M          88.02M          88.02M          54.98M          79.72M          79.72M          76.96M          79.16M          78.61M          79.17M          79.72M          80.26M          79.17M          92.21M          55.77M          68.77M          77.70M          84.91M          69.88M          55.38M          62.64M          92.33M
warps_elig                  0.07            0.06            0.07            0.07            0.07            0.07            0.06            0.06            0.06            0.04            0.06            0.06            0.05            0.06            0.05            0.05            0.06            0.05            0.05            0.06            0.04            0.05            0.06            0.06            0.05            0.04            0.04            0.06
regs                       80.00           80.00           80.00           80.00           80.00           80.00           80.00           80.00           80.00           78.00           78.00           78.00           78.00           77.00           77.00           78.00           78.00           78.00           78.00           75.00           86.00           75.00           77.00           78.00           75.00           75.00           75.00           77.00
occ                          n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
smem_wf                   312.9K          311.1K          313.0K          312.9K          312.6K          312.9K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          311.1K          315.0K          311.2K          311.0K          311.0K          311.1K          311.0K          311.0K          311.1K          314.2K
smem_ld_wf                  1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K            1.9K
smem_st_wf                595.00          594.00          595.00          593.00          593.00          593.00          592.00          593.00          594.00          597.00          594.00          594.00          593.00          595.00          593.00          592.00          595.00          592.00          593.00          592.00          594.00          593.00          593.00          593.00          594.00          593.00          594.00          592.00
gbl_ld_wf                    n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_rd_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
tma_wr_reqs                  n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a             n/a
