Kernel: fc2 (fc2.cu)

=== Tier 1: N_STAGES, NUM_EPI_WARPS ===
Sweep: 6 total, 5 valid, 1 pruned
Estimated time: ~0 min (5 configs × ~5s each)

[1/5] -DN_STAGES=3 ... 1.977 ms / 2216 TFLOPS  (240 regs, 1.6s)
[2/5] (defaults) ... 1.650 ms / 2654 TFLOPS  (255 regs, 1.6s)
[3/5] -DN_STAGES=5 ... 1.514 ms / 2892 TFLOPS  (255 regs, 1.6s)
[4/5] -DNUM_EPI_WARPS=5 -DN_STAGES=3 ... 1.983 ms / 2209 TFLOPS  (242 regs, 1.7s)
[5/5] -DNUM_EPI_WARPS=5 ... 1.732 ms / 2528 TFLOPS  (254 regs, 1.7s)

Tier 1 winner: -DN_STAGES=5 → 1.514 ms / 2892 TFLOPS

=== Tier 2: INTERLEAVE_STRATEGY, MBAR_EARLY, STAGGER_CYCLES, TMEM_LOAD_WIDTH ===
Sweep: 128 total, 128 valid, 0 pruned
Estimated time: ~11 min (128 configs × ~5s each)

[1/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=0 ... 1.529 ms / 2864 TFLOPS  (255 regs, 1.6s)
[2/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64 ... 1.525 ms / 2872 TFLOPS  (255 regs, 1.7s)
[3/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=40 ... 1.531 ms / 2860 TFLOPS  (255 regs, 1.6s)
[4/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64 ... 1.524 ms / 2873 TFLOPS  (255 regs, 1.7s)
[5/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=60 ... 1.544 ms / 2836 TFLOPS  (255 regs, 1.6s)
[6/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64 ... 1.534 ms / 2855 TFLOPS  (255 regs, 1.7s)
[7/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 ... 1.533 ms / 2857 TFLOPS  (255 regs, 1.7s)
[8/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DTMEM_LOAD_WIDTH=64 ... 1.559 ms / 2810 TFLOPS  (255 regs, 1.7s)
[9/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=100 ... 1.531 ms / 2860 TFLOPS  (255 regs, 1.6s)
[10/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64 ... 1.558 ms / 2812 TFLOPS  (255 regs, 1.7s)
[11/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=120 ... 1.536 ms / 2852 TFLOPS  (255 regs, 1.6s)
[12/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64 ... 1.531 ms / 2860 TFLOPS  (255 regs, 1.7s)
[13/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=160 ... 1.530 ms / 2863 TFLOPS  (255 regs, 1.6s)
[14/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64 ... 1.547 ms / 2831 TFLOPS  (255 regs, 1.7s)
[15/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=200 ... 1.526 ms / 2870 TFLOPS  (255 regs, 1.6s)
[16/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64 ... 1.540 ms / 2844 TFLOPS  (255 regs, 1.7s)
[17/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 ... 1.528 ms / 2867 TFLOPS  (255 regs, 1.6s)
[18/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64 ... 1.522 ms / 2878 TFLOPS  (255 regs, 1.7s)
[19/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 ... 1.537 ms / 2851 TFLOPS  (255 regs, 1.7s)
[20/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64 ... 1.529 ms / 2865 TFLOPS  (255 regs, 1.7s)
[21/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 ... 1.556 ms / 2815 TFLOPS  (255 regs, 1.7s)
[22/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64 ... 1.529 ms / 2865 TFLOPS  (255 regs, 1.8s)
[23/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 ... 1.529 ms / 2864 TFLOPS  (255 regs, 1.7s)
[24/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DTMEM_LOAD_WIDTH=64 ... 1.527 ms / 2869 TFLOPS  (255 regs, 1.7s)
[25/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 ... 1.527 ms / 2869 TFLOPS  (255 regs, 1.7s)
