Kernel: fc1_gelu (fc1_gelu.cu)

=== Tier 1: N_STAGES, NUM_EPI_WARPS ===
Sweep: 6 total, 5 valid, 1 pruned
Estimated time: ~0 min (5 configs × ~5s each)

[1/5] -DN_STAGES=3 ... 4.962 ms / 883 TFLOPS  (166 regs, 2.8s)
[2/5] (defaults) ... 4.651 ms / 942 TFLOPS  (220 regs, 2.8s)
[3/5] -DN_STAGES=5 ... 4.673 ms / 937 TFLOPS  (239 regs, 2.8s)
[4/5] -DNUM_EPI_WARPS=5 -DN_STAGES=3 ... 10.834 ms / 404 TFLOPS  (168 regs, 3.0s)
[5/5] -DNUM_EPI_WARPS=5 ... 10.672 ms / 410 TFLOPS  (226 regs, 3.0s)

Tier 1 winner: (defaults) → 4.651 ms / 942 TFLOPS

=== Tier 2: INTERLEAVE_STRATEGY, MBAR_EARLY, STAGGER_CYCLES, TMEM_LOAD_WIDTH ===
Sweep: 128 total, 128 valid, 0 pruned
Estimated time: ~11 min (128 configs × ~5s each)

[1/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=0 ... 4.786 ms / 915 TFLOPS  (218 regs, 2.8s)
[2/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[3/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=40 ... 4.910 ms / 892 TFLOPS  (220 regs, 2.8s)
[4/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[5/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=60 ... 4.911 ms / 892 TFLOPS  (220 regs, 2.8s)
[6/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[7/128] -DINTERLEAVE_STRATEGY=0 ... 4.911 ms / 892 TFLOPS  (220 regs, 2.8s)
[8/128] -DINTERLEAVE_STRATEGY=0 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[9/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=100 ... 4.912 ms / 892 TFLOPS  (220 regs, 2.8s)
[10/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[11/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=120 ... 4.913 ms / 892 TFLOPS  (220 regs, 2.8s)
[12/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[13/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=160 ... 4.913 ms / 892 TFLOPS  (220 regs, 2.8s)
[14/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[15/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=200 ... 4.912 ms / 892 TFLOPS  (220 regs, 2.9s)
[16/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
[17/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=0 ... 4.758 ms / 921 TFLOPS  (216 regs, 2.8s)
[18/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.2s)
