N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,regs,spills,smem_kb,ms,tflops,status,dflags
5,4,2,1,64,120,4,0,0,4,0,3,255,0,224.125,1.513,2895.33,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,4,1,0,4,0,3,255,0,224.125,1.513,2894.42,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,4,1,1,4,0,0,255,0,224.125,1.513,2894.94,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,2,0,32,80,2,1,1,4,0,0,255,0,224.125,1.514,2892.28,OK,-DN_STAGES=5
5,4,2,1,32,0,2,1,1,4,0,0,255,0,224.125,1.514,2893.34,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,2,1,64,0,2,1,1,4,0,0,255,0,224.125,1.514,2892.97,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,60,2,1,1,4,0,0,255,0,224.125,1.514,2893.84,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,100,2,1,1,4,0,0,255,0,224.125,1.514,2893.37,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
5,4,2,1,32,160,2,1,1,4,0,0,255,0,224.125,1.514,2892.28,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,2,1,64,120,2,1,0,4,0,3,255,0,224.125,1.514,2893.41,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,4,1,0,4,0,0,255,0,224.125,1.514,2892.1,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,2,1,1,4,0,0,255,0,224.125,1.514,2893.31,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,4,0,1,4,0,0,255,0,224.125,1.514,2892.45,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,2,0,32,120,2,1,1,4,0,0,255,0,224.125,1.515,2890.23,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,2,1,64,120,4,0,1,4,0,3,255,0,224.125,1.515,2891.52,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DTMEM_LOAD_WIDTH=64
5,4,2,0,32,0,2,1,1,4,0,0,255,0,224.125,1.516,2888.68,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,2,0,32,100,2,1,1,4,0,0,255,0,224.125,1.516,2889.47,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,2,1,32,80,2,1,1,4,0,0,255,0,224.125,1.516,2889.91,OK,-DMBAR_EARLY=1 -DN_STAGES=5
5,4,2,1,32,120,2,1,1,4,0,0,255,0,224.125,1.516,2889.38,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,2,1,64,120,4,0,0,4,0,0,255,0,224.125,1.516,2889.78,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,1,0,32,100,2,1,1,4,0,0,255,0,224.125,1.517,2888.17,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,1,1,32,200,2,1,1,4,0,0,255,0,224.125,1.517,2887.79,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=200
5,4,2,0,64,0,2,1,1,4,0,0,255,0,224.125,1.517,2887.05,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,2,0,1,4,0,0,255,0,224.125,1.517,2886.8,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,1,0,64,0,2,1,1,4,0,0,255,0,224.125,1.518,2884.98,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
5,4,1,0,32,200,2,1,1,4,0,0,255,0,224.125,1.518,2885.58,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=200
5,4,1,1,32,120,2,1,1,4,0,0,255,0,224.125,1.518,2885.0,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,2,0,32,80,2,1,1,4,0,0,255,0,224.125,1.518,2884.62,OK,-DN_STAGES=5
5,4,1,1,32,160,2,1,1,4,0,0,255,0,224.125,1.519,2884.21,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,1,0,32,0,2,1,1,4,0,0,255,0,224.125,1.52,2882.41,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,1,1,32,0,2,1,1,4,0,0,255,0,224.125,1.52,2881.29,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,2,0,32,160,2,1,1,4,0,0,255,0,224.125,1.52,2880.81,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,1,0,32,160,2,1,1,4,0,0,255,0,224.125,1.521,2879.49,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,1,1,32,80,2,1,1,4,0,0,255,0,224.125,1.521,2879.53,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5
5,4,1,1,32,100,2,1,1,4,0,0,255,0,224.125,1.521,2879.64,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,2,0,32,40,2,1,1,4,0,0,255,0,224.125,1.521,2880.4,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,0,1,64,0,2,1,1,4,0,0,255,0,224.125,1.522,2878.15,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,2,0,1,4,0,3,255,0,224.125,1.522,2877.53,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DTMEM_LOAD_WIDTH=64
5,4,1,0,32,120,2,1,1,4,0,0,255,0,224.125,1.523,2875.59,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,2,1,64,120,2,0,0,4,0,3,255,0,224.125,1.523,2876.03,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=3 -DTMEM_LOAD_WIDTH=64
5,4,0,0,64,40,2,1,1,4,0,0,255,0,224.125,1.524,2873.17,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
5,4,0,0,64,0,2,1,1,4,0,0,255,0,224.125,1.525,2871.94,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
5,4,2,0,64,200,2,1,1,4,0,0,255,0,224.125,1.525,2872.37,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
5,4,0,0,32,200,2,1,1,4,0,0,255,0,224.125,1.526,2869.99,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=200
5,4,0,1,32,160,2,1,1,4,0,0,255,0,224.125,1.526,2870.16,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,1,0,32,80,2,1,1,4,0,0,255,0,224.125,1.526,2871.08,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5
5,4,2,1,32,40,2,1,1,4,0,0,255,0,224.125,1.526,2871.11,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,0,1,64,80,2,1,1,4,0,0,255,0,224.125,1.527,2868.52,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DTMEM_LOAD_WIDTH=64
5,4,0,1,32,100,2,1,1,4,0,0,255,0,224.125,1.527,2869.34,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,0,1,64,160,2,1,1,4,0,0,255,0,224.125,1.527,2868.5,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
5,4,2,0,64,40,2,1,1,4,0,0,255,0,224.125,1.527,2868.11,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,2,0,0,4,0,0,255,0,224.125,1.527,2868.89,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,0,1,32,0,2,1,1,4,0,0,255,0,224.125,1.528,2866.55,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,0,1,64,120,2,1,1,4,0,0,255,0,224.125,1.528,2866.96,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,0,1,32,200,2,1,1,4,0,0,255,0,224.125,1.528,2866.05,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=200
5,4,1,0,64,40,2,1,1,4,0,0,255,0,224.125,1.528,2866.96,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
5,4,1,0,64,120,2,1,1,4,0,0,255,0,224.125,1.528,2866.55,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,1,0,64,200,2,1,1,4,0,0,255,0,224.125,1.528,2866.93,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
5,4,2,0,32,60,2,1,1,4,0,0,255,0,224.125,1.528,2867.39,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=60
5,4,3,0,64,40,2,1,1,4,0,0,255,0,224.125,1.528,2865.96,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
5,4,0,0,32,0,2,1,1,4,0,0,255,0,224.125,1.529,2864.34,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,0,1,64,40,2,1,1,4,0,0,255,0,224.125,1.529,2865.04,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
5,4,0,1,64,60,2,1,1,4,0,0,255,0,224.125,1.529,2864.55,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
5,4,0,1,32,80,2,1,1,4,0,0,255,0,224.125,1.529,2864.16,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5
5,4,3,1,32,160,2,1,1,4,0,0,255,0,224.125,1.529,2864.67,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,0,0,32,160,2,1,1,4,0,0,255,0,224.125,1.53,2862.66,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,0,1,64,100,2,1,1,4,0,0,255,0,224.125,1.53,2862.33,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
5,4,0,1,32,120,2,1,1,4,0,0,255,0,224.125,1.53,2863.52,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,1,0,64,160,2,1,1,4,0,0,255,0,224.125,1.53,2863.16,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
5,4,3,0,64,120,2,1,1,4,0,0,255,0,224.125,1.53,2863.17,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,0,0,32,40,2,1,1,4,0,0,255,0,224.125,1.531,2860.0,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,0,0,32,100,2,1,1,4,0,0,255,0,224.125,1.531,2860.42,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,0,0,64,120,2,1,1,4,0,0,255,0,224.125,1.531,2860.2,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,1,0,64,60,2,1,1,4,0,0,255,0,224.125,1.531,2860.83,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
5,4,2,0,64,160,2,1,1,4,0,0,255,0,224.125,1.531,2860.84,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
5,4,0,1,64,200,2,1,1,4,0,0,255,0,224.125,1.532,2859.75,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
5,4,1,0,64,100,2,1,1,4,0,0,255,0,224.125,1.532,2858.34,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
5,4,3,0,64,0,2,1,1,4,0,0,255,0,224.125,1.532,2859.46,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
5,4,3,0,64,60,2,1,1,4,0,0,255,0,224.125,1.532,2858.84,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
5,4,3,0,32,200,2,1,1,4,0,0,255,0,224.125,1.532,2859.71,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=200
5,4,3,1,32,200,2,1,1,4,0,0,255,0,224.125,1.532,2858.16,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=200
5,4,0,0,32,80,2,1,1,4,0,0,255,0,224.125,1.533,2857.26,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5
5,4,0,0,64,60,2,1,1,4,0,0,255,0,224.125,1.534,2854.75,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
5,4,1,1,32,40,2,1,1,4,0,0,255,0,224.125,1.534,2854.84,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,2,1,32,60,2,1,1,4,0,0,255,0,224.125,1.534,2855.45,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60
5,4,3,0,32,0,2,1,1,4,0,0,254,0,224.125,1.534,2854.75,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,3,1,32,0,2,1,1,4,0,0,254,0,224.125,1.534,2856.23,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,1,0,32,40,2,1,1,4,0,0,255,0,224.125,1.535,2854.31,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,1,0,64,80,2,1,1,4,0,0,255,0,224.125,1.535,2853.35,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DTMEM_LOAD_WIDTH=64
5,4,1,1,32,60,2,1,1,4,0,0,255,0,224.125,1.535,2853.65,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60
5,4,3,0,32,160,2,1,1,4,0,0,255,0,224.125,1.535,2852.56,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,3,1,32,100,2,1,1,4,0,0,255,0,224.125,1.535,2852.9,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,3,1,32,120,2,1,1,4,0,0,255,0,224.125,1.535,2853.83,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,0,0,32,120,2,1,1,4,0,0,255,0,224.125,1.536,2852.02,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,1,1,64,40,2,1,1,4,0,0,255,0,224.125,1.536,2852.38,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64
5,4,3,0,32,40,2,1,1,4,0,0,255,0,224.125,1.536,2851.83,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,0,1,32,40,2,1,1,4,0,0,255,0,224.125,1.537,2850.57,OK,-DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,3,0,32,120,2,1,1,4,0,0,255,0,224.125,1.537,2850.57,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=120
5,4,3,1,32,80,2,1,1,4,0,0,255,0,224.125,1.537,2849.46,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5
5,4,3,0,32,100,2,1,1,4,0,0,255,0,224.125,1.538,2848.15,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,3,1,32,40,2,1,1,4,0,0,255,0,224.125,1.538,2848.53,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,1,0,32,60,2,1,1,4,0,0,255,0,224.125,1.539,2845.54,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60
5,4,2,0,64,120,2,1,1,4,0,0,255,0,224.125,1.539,2845.88,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64
5,4,3,0,64,200,2,1,1,4,0,0,255,0,224.125,1.539,2846.4,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
5,4,0,0,64,200,2,1,1,4,0,0,255,0,224.125,1.54,2844.28,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64
5,4,1,1,64,60,2,1,1,4,0,0,255,0,224.125,1.54,2844.43,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
5,4,3,1,64,0,2,1,1,4,0,0,255,0,224.125,1.54,2843.85,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64
5,4,2,0,64,100,2,1,1,4,0,0,255,0,224.125,1.541,2842.13,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
5,4,2,1,64,120,1,0,0,4,0,1,255,0,224.125,1.542,2839.72,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=1 -DTMEM_LOAD_WIDTH=64
5,4,3,0,32,60,2,1,1,4,0,0,255,0,224.125,1.543,2838.85,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=60
5,4,2,1,64,120,1,0,1,4,0,1,255,0,224.125,1.543,2839.19,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=1 -DTMEM_LOAD_WIDTH=64
5,4,0,0,32,60,2,1,1,4,0,0,255,0,224.125,1.544,2836.02,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=60
5,4,1,1,64,80,2,1,1,4,0,0,255,0,224.125,1.544,2836.08,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DTMEM_LOAD_WIDTH=64
5,4,2,0,64,80,2,1,1,4,0,0,255,0,224.125,1.544,2836.21,OK,-DN_STAGES=5 -DTMEM_LOAD_WIDTH=64
5,4,3,0,32,80,2,1,1,4,0,0,255,0,224.125,1.545,2835.44,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5
5,4,3,1,32,60,2,1,1,4,0,0,255,0,224.125,1.545,2834.79,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60
5,4,2,1,64,120,1,1,1,4,0,1,255,0,224.125,1.545,2834.65,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DSTAGGER_CYCLES=120 -DSUB_MMA_UNROLL=1 -DTMEM_LOAD_WIDTH=64
5,4,0,0,64,160,2,1,1,4,0,0,255,0,224.125,1.547,2831.37,OK,-DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
