Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,918.0 |    28,929,709 | 1508226.9% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         535.1 |   4764.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      11,849.2 |     117,036.5 |    887.7% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,080.4 |      42,180.4 |    730.2% | warp
smsp__inst_executed.sum                                                |   165,971,753 |   976,296,122 |    488.2% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     105,712.6 |     384,423.7 |    263.6% | warp
dram__bytes_read.sum                                                   |         715.5 |          1.13 |    -99.8% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     629,964.1 |     1,122,259 |     78.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,808,798 |    79,261,625 |     59.1% | 
dram__sectors_read.sum                                                 |    22,358,440 |    35,423,704 |     58.4% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,773,385 |     1,170,671 |    -57.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     112,611.4 |     143,714.4 |     27.6% | warp
launch__registers_per_thread                                           |         148.0 |         110.0 |    -25.7% | register/thread
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         63.28 |         48.75 |    -23.0% | %
smsp__cycles_active.avg                                                |     3,075,769 |     3,672,949 |     19.4% | cycle
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         55.05 |         44.71 |    -18.8% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         58.69 |         47.79 |    -18.6% | %
smsp__warps_issue_stalled_barrier.avg                                  |     477,465.9 |     546,417.7 |     14.4% | warp
lts__t_sectors_op_read.sum                                             |   489,968,947 |   543,717,753 |     11.0% | sector
lts__t_sectors.sum                                                     |   759,857,856 |   813,810,488 |      7.1% | sector
