Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      18,267.9 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     269,507.4 |    770.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         471.3 |    -87.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     408,358.8 |     79.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       8,148.8 |    -62.7% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
dram__sectors_read.sum                                                 |   133,772,704 |   178,647,744 |     33.5% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     181,627.0 |     33.3% | warp
smsp__inst_executed.sum                                                |   163,088,846 |   109,783,848 |    -32.7% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    25,965,968 |    -31.5% | 
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         53.37 |     28.1% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,025,376 |    -25.7% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       3,109.8 |     20.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    49,265,404 |    -18.4% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,022,607 |    21,698,637 |     14.1% | 
