Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      18,584.5 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     270,664.8 |    773.8% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         97.98 |    -97.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     426,913.5 |     87.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       8,195.8 |    -62.4% | warp
launch__registers_per_thread                                           |         252.0 |         118.0 |    -53.2% | register/thread
dram__sectors_read.sum                                                 |   133,772,704 |   199,550,528 |     49.2% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     189,045.4 |     38.7% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         56.52 |     35.6% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    26,656,773 |    -29.7% | 
smsp__inst_executed.sum                                                |   163,088,846 |   115,131,496 |    -29.4% | inst
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,077,157 |    -23.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    47,761,991 |    -20.9% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       3,107.6 |     20.8% | warp
lts__t_sectors_op_read.sum                                             |   620,017,779 |   687,007,367 |     10.8% | sector
lts__t_sectors.sum                                                     |   687,305,928 |   755,275,897 |      9.9% | sector
