Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.71 |         260.6 |   1371.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         890.1 |      12,743.1 |   1331.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         226.9 |       1,033.5 |    355.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         562.4 |       2,143.3 |    281.1% | warp
dram__sectors_write.sum                                                |     418,440.0 |     258,984.0 |    -38.1% | sector
dram__sectors_read.sum                                                 |   178,964,368 |   124,055,048 |    -30.7% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         42.59 |         30.34 |    -28.8% | %
smsp__inst_executed.sum                                                |    44,409,084 |    54,167,870 |     22.0% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      11,995.2 |       9,599.7 |    -20.0% | warp
lts__t_sectors_op_read.sum                                             |   576,042,257 |   501,544,753 |    -12.9% | sector
lts__t_sectors.sum                                                     |   577,087,104 |   502,523,720 |    -12.9% | sector
smsp__warps_issue_stalled_wait.avg                                     |     269,648.5 |     299,307.0 |     11.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,518.0 |      95,849.0 |     10.8% | 
