Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,998.0 |    26,876,225 | 1345056.4% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,694.8 |     179,811.0 |    485.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,383,201 |    48,479,926 |    178.9% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,203.5 |       7,930.6 |     88.7% | warp
dram__sectors_read.sum                                                 |   110,727,424 |   196,811,288 |     77.7% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         36.11 |         56.43 |     56.3% | %
smsp__inst_executed.sum                                                |    74,375,900 |   106,158,506 |     42.7% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,313.4 |       2,975.9 |     28.6% | warp
launch__registers_per_thread                                           |         161.0 |         117.0 |    -27.3% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,233,398 |    19,941,002 |     22.8% | 
lts__t_sector_hit_rate.pct                                             |         61.32 |         48.41 |    -21.1% | %
smsp__warps_issue_stalled_wait.avg                                     |     349,172.6 |     401,332.0 |     14.9% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,384,215 |     2,104,049 |    -11.8% | warp
lts__t_sectors_op_read.sum                                             |   615,637,965 |   681,423,778 |     10.7% | sector
lts__t_sectors.sum                                                     |   683,634,581 |   749,269,194 |      9.6% | sector
