Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,856.0 |    29,407,948 | 1584380.0% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         479.9 |   4262.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      11,462.3 |     116,472.4 |    916.1% | warp
smsp__inst_executed.sum                                                |   163,816,773 |   974,115,599 |    494.6% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       4,665.0 |      26,711.9 |    472.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     110,584.1 |     390,442.6 |    253.1% | warp
dram__bytes_read.sum                                                   |         715.4 |          1.14 |    -99.8% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     620,205.8 |     1,140,522 |     83.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,848,944 |    79,744,127 |     60.0% | 
dram__sectors_read.sum                                                 |    22,357,480 |    35,596,216 |     59.2% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,779,366 |     1,177,147 |    -57.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     111,036.3 |     142,540.7 |     28.4% | warp
launch__registers_per_thread                                           |         148.0 |         110.0 |    -25.7% | register/thread
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         63.10 |         48.68 |    -22.9% | %
smsp__cycles_active.avg                                                |     3,077,613 |     3,673,096 |     19.3% | cycle
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         54.92 |         44.63 |    -18.7% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         58.56 |         47.72 |    -18.5% | %
smsp__warps_issue_stalled_barrier.avg                                  |     477,564.5 |     549,331.7 |     15.0% | warp
lts__t_sectors_op_read.sum                                             |   485,392,011 |   543,102,589 |     11.9% | sector
lts__t_sectors.sum                                                     |   755,284,415 |   813,148,355 |      7.7% | sector
