Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__sectors_read.sum                                                 |    72,219,792 |    34,043,792 |    -52.9% | sector
smsp__warps_issue_stalled_wait.avg                                     |     1,126,122 |     1,401,152 |     24.4% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,272,479 |    53,400,442 |     18.0% | 
smsp__warps_issue_stalled_not_selected.avg                             |     124,592.4 |     140,926.9 |     13.1% | warp
smsp__cycles_active.avg                                                |     3,683,135 |     4,147,153 |     12.6% | cycle
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,729,276 |    87,333,904 |     10.9% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,166,841 |     1,268,549 |      8.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,058.4 |     418,977.6 |      6.6% | warp
smsp__inst_executed.sum                                                |   972,854,187 | 1,028,671,958 |      5.7% | inst
