Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      25,380.4 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     281,145.4 |    807.6% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.70 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       6,675.9 |    -69.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     383,946.0 |     68.3% | warp
dram__sectors_read.sum                                                 |   133,772,704 |   224,196,200 |     67.6% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         60.08 |     44.2% | %
launch__registers_per_thread                                           |         252.0 |         150.0 |    -40.5% | register/thread
smsp__inst_executed.sum                                                |   163,088,846 |   102,937,717 |    -36.9% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    25,923,017 |    -31.6% | 
lts__t_sector_hit_rate.pct                                             |         57.34 |         44.10 |    -23.1% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    46,523,428 |    -23.0% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,233,576 |    -18.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     157,562.2 |     15.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       2,244.9 |    -12.7% | warp
lts__t_sectors_op_read.sum                                             |   620,017,779 |   693,839,515 |     11.9% | sector
lts__t_sectors.sum                                                     |   687,305,928 |   761,980,548 |     10.9% | sector
