Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      20,805.5 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     270,964.0 |    774.7% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.73 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     388,046.1 |     70.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       7,317.2 |    -66.5% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
smsp__inst_executed.sum                                                |   163,088,846 |   104,133,478 |    -36.1% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     179,765.7 |     31.9% | warp
dram__sectors_read.sum                                                 |   133,772,704 |   174,922,304 |     30.8% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         52.37 |     25.7% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    29,015,256 |    -23.4% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,097,469 |    -23.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    50,062,929 |    -17.1% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       2,730.7 |      6.1% | warp
