Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    45,223,206 | 7613234.3% | 
dram__sectors_write.sum                                                |     108,632.0 |   176,330,992 | 162219.6% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         463.4 |     105,712.6 |  22714.4% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,086.0 |    49,808,798 |  15911.3% | 
lts__t_sectors_op_write.sum                                            |     2,090,727 |   269,455,159 |  12788.1% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         253.1 |       5,080.4 |   1907.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,413.6 |      11,849.2 |    738.2% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.22 |         30.40 |    620.4% | %
smsp__inst_executed.sum                                                |    62,637,319 |   165,971,753 |    165.0% | inst
launch__registers_per_thread                                           |         75.00 |         148.0 |     97.3% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     370,981.9 |     629,964.1 |     69.8% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     297,750.0 |     477,465.9 |     60.4% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         36.21 |         55.05 |     52.0% | %
lts__t_sectors.sum                                                     |   515,500,822 |   759,857,856 |     47.4% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      80,437.1 |     112,611.4 |     40.0% | warp
lts__t_sector_hit_rate.pct                                             |         90.75 |         58.58 |    -35.4% | %
smsp__cycles_active.avg                                                |     2,492,540 |     3,075,769 |     23.4% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         72.42 |         58.69 |    -19.0% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         73.89 |         63.28 |    -14.4% | %
