Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,157.3 |       2,730.7 |     26.6% | warp
lts__t_sector_hit_rate.pct                                             |         42.97 |         53.22 |     23.9% | %
dram__sectors_read.sum                                                 |   220,848,824 |   174,922,304 |    -20.8% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      24,644.1 |      20,805.5 |    -15.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     159,323.9 |     179,765.7 |     12.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    26,068,283 |    29,015,256 |     11.3% | 
smsp__warps_issue_stalled_not_selected.avg                             |       6,588.9 |       7,317.2 |     11.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    46,666,020 |    50,062,929 |      7.3% | 
lts__t_sectors_op_read.sum                                             |   683,409,361 |   638,308,374 |     -6.6% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,244,428 |     2,097,469 |     -6.5% | warp
lts__t_sectors.sum                                                     |   751,652,309 |   706,642,922 |     -6.0% | sector
