Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         890.1 |      13,979.5 |   1470.5% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.71 |         67.41 |    280.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         562.4 |       1,751.7 |    211.5% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         226.9 |         675.6 |    197.7% | warp
dram__sectors_write.sum                                                |     418,440.0 |     263,688.0 |    -37.0% | sector
dram__sectors_read.sum                                                 |   178,964,368 |   120,442,176 |    -32.7% | sector
lts__t_sector_hit_rate.pct                                             |         50.28 |         66.16 |     31.6% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         42.59 |         29.51 |    -30.7% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,518.0 |     106,024.0 |     22.5% | 
smsp__warps_issue_stalled_sleeping.avg                                 |      11,995.2 |       9,703.5 |    -19.1% | warp
lts__t_sectors_op_read.sum                                             |   576,042,257 |   471,829,770 |    -18.1% | sector
lts__t_sectors.sum                                                     |   577,087,104 |   472,821,143 |    -18.1% | sector
smsp__inst_executed.sum                                                |    44,409,084 |    51,935,067 |     16.9% | inst
smsp__warps_issue_stalled_wait.avg                                     |     269,648.5 |     294,265.1 |      9.1% | warp
