Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,010.0 |    29,015,256 | 1443445.1% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,822.8 |     179,765.7 |    570.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    16,122,318 |    50,062,929 |    210.5% | 
dram__sectors_read.sum                                                 |   105,795,536 |   174,922,304 |     65.3% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         35.16 |         52.37 |     48.9% | %
smsp__inst_executed.sum                                                |    72,627,680 |   104,133,478 |     43.4% | inst
smsp__warps_issue_stalled_not_selected.avg                             |       5,241.8 |       7,317.2 |     39.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    14,939,948 |    19,602,005 |     31.2% | 
launch__registers_per_thread                                           |         158.0 |         117.0 |    -25.9% | register/thread
lts__t_sector_hit_rate.pct                                             |         64.11 |         53.22 |    -17.0% | %
smsp__warps_issue_stalled_wait.avg                                     |     338,823.9 |     388,046.1 |     14.5% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,403,511 |     2,097,469 |    -12.7% | warp
lts__t_sectors_op_read.sum                                             |   575,860,027 |   638,308,374 |     10.8% | sector
lts__t_sectors.sum                                                     |   644,047,500 |   706,642,922 |      9.7% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,964.7 |       2,730.7 |     -7.9% | warp
