Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__sectors_read.sum                                                 |   144,592,520 |   103,987,096 |    -28.1% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,196.1 |      30,522.5 |     16.5% | warp
lts__t_sectors_op_read.sum                                             |   623,533,881 |   566,107,369 |     -9.2% | sector
lts__t_sectors.sum                                                     |   691,579,662 |   634,110,550 |     -8.3% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      21,996.3 |      20,469.5 |     -6.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,519.0 |       2,364.6 |     -6.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,704,397 |    15,803,699 |     -5.4% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,917,281 |    16,972,054 |     -5.3% | 
smsp__inst_executed.sum                                                |    70,747,322 |    74,343,424 |      5.1% | inst
