Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    17,064,270 | 2882378.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,184.0 |    18,268,012 |  21096.5% | 
dram__sectors_write.sum                                                |     406,944.0 |    44,543,200 |  10845.8% | sector
lts__t_sectors_op_write.sum                                            |     669,923.0 |    67,503,367 |   9976.3% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         847.1 |      26,082.0 |   2979.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         669.8 |       4,337.4 |    547.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         387.8 |       2,501.2 |    544.9% | warp
dram__bytes_write.sum                                                  |         13.02 |          1.43 |    -89.0% | Mbyte
smsp__warps_issue_stalled_sleeping.avg                                 |      12,071.4 |      21,965.3 |     82.0% | warp
smsp__inst_executed.sum                                                |    45,443,640 |    71,774,183 |     57.9% | inst
launch__registers_per_thread                                           |         128.0 |         187.0 |     46.1% | register/thread
smsp__warps_issue_stalled_barrier.avg                                  |     224,331.2 |     281,860.9 |     25.6% | warp
smsp__warps_issue_stalled_wait.avg                                     |     269,878.2 |     338,417.3 |     25.4% | warp
dram__sectors_read.sum                                                 |   179,999,408 |   153,540,160 |    -14.7% | sector
lts__t_sectors.sum                                                     |   621,121,158 |   698,938,897 |     12.5% | sector
